s0914007
Conquer the continents of ASIA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08000046113184012, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07872986021534303, 0.07872986021534303, 0.07813957036633758, 0.07813957036633758, 0.07813957036633758, 0.07657678044940486, 0.07754628891672168, 0.07754628891672168, 0.07599536461746532, 0.07695011504347733, 0.07695011504347733, 0.0762023216353044, 0.0762023216353044, 0.0762023216353044, 0.07545410195111713, 0.07545410195111713, 0.07545410195111713, 0.07470560842335411, 0.07470560842335411, 0.07470560842335411, 0.07395699370783247, 0.07395699370783247, 0.07395699370783247, 0.07320841055926307, 0.07320841055926307, 0.07320841055926307, 0.07246001170659461, 0.07246001170659461, 0.07246001170659461, 0.07171194972840239, 0.07171194972840239, 0.07171194972840239, 0.0709643769285375, 0.0709643769285375, 0.0709643769285375, 0.06954509074350483, 0.07021744521225215, 0.07021744521225215, 0.06947130596301421, 0.06947130596301421, 0.07127672529617875, 0.015780981354819888, 0.015780981354819888, 0.015935180380673108, 0.009066161094297864, 0.009066161094297864, 0.009121118466701349, 0.008462411974152626, 0.008570000800877508, 0.008718833890888823, 0.001772732151926124, 0.0017505488911793744, 0.0017488104044858278, 9.112642868848621E-4, 9.291485117102269E-4, 9.23838593920776E-4, 8.651835904567057E-4, 8.715363516320424E-4
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09254027956931393, 0.09254027956931393, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09609976991304531, 0.09609976991304531, 0.09516588210238631, 0.09516588210238631, 0.09516588210238631, 0.0942314619334992, 0.0942314619334992, 0.0942314619334992, 0.09329669977286059, 0.09329669977286059, 0.09329669977286059, 0.0923617862659152, 0.0923617862659152, 0.0923617862659152, 0.0914269121816119, 0.0914269121816119, 0.0914269121816119, 0.0904922682567264, 0.0904922682567264, 0.0904922682567264, 0.0895580450402393, 0.0895580450402393, 0.0895580450402393, 0.08862443273803967, 0.08862443273803967, 0.08862443273803967, 0.08862443273803967, 0.08769162105822319, 0.08769162105822319, 0.08675979905725091, 0.08675979905725091, 0.08210415758528271, 0.20397232455735437, 0.20397232455735437, 0.20588299165947122, 0.23757346511512842, 0.23757346511512842, 0.2342333237525725, 0.24070151317030908, 0.2389820901379833, 0.2431324331494981, 0.2542095475739915, 0.25615149605935017, 0.26644845857994814, 0.23898649712153186, 0.23880325008255676, 0.2422842117752209, 0.16513235816094904, 0.16634487125676828
PureChance
Conquer the continents of EUROPE and SOUTH AMERICA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08166666825612386, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08001700647881207, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07508145184141918, 0.07577812854002115, 0.07577812854002115, 0.0749440612494507, 0.0749440612494507, 0.0749440612494507, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.07650978901975246, 0.07650978901975246, 0.07650978901975246, 0.07729304992251781, 0.07729304992251781, 0.0780763625007869, 0.0780763625007869, 0.0780763625007869, 0.078859566917073, 0.078859566917073, 0.078859566917073, 0.07964250342215604, 0.07964250342215604, 0.07964250342215604, 0.08042501248536868, 0.08042501248536868, 0.08042501248536868, 0.08120693492450393, 0.08120693492450393, 0.08120693492450393, 0.08198811203511917, 0.08198811203511917, 0.08198811203511917, 0.08276838571901422, 0.08276838571901422, 0.08276838571901422, 0.0835475986116633, 0.08093292635962526, 0.08188844737097112, 0.03486784700609472, 0.0350516588383247, 0.0350516588383247, 0.021221104998068483, 0.02112854889959256, 0.021473704584301482, 0.016583890120568812, 0.016443674159837145, 0.016443674159837145, 0.010986947278104139, 0.011181388073328889, 0.011181388073328889, 0.0059492017536357834, 0.006280158863380432, 0.006280158863380432, 0.004458378796260577
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.0908885381266455, 0.0908885381266455, 0.09172260541721595, 0.09172260541721595, 0.09172260541721595, 0.09082690204730727, 0.09082690204730727, 0.09082690204730727, 0.0890103657387468, 0.08993077399491307, 0.08993077399491307, 0.08993077399491307, 0.08903440393361826, 0.08903440393361826, 0.08813797473446242, 0.08813797473446242, 0.08813797473446242, 0.08724166931674772, 0.08724166931674772, 0.08724166931674772, 0.08634567049876328, 0.08634567049876328, 0.08634567049876328, 0.08545016084868465, 0.08545016084868465, 0.08545016084868465, 0.08455532253590677, 0.08455532253590677, 0.08455532253590677, 0.08366133718306709, 0.08366133718306709, 0.08366133718306709, 0.08276838571901417, 0.08276838571901417, 0.08276838571901417, 0.08187664823297397, 0.08410161090377422, 0.08509454245736102, 0.11320089629217629, 0.1115217033069755, 0.1115217033069755, 0.1240343027851065, 0.1234933257179832, 0.12300049916533498, 0.12909288089108725, 0.12800140704591798, 0.12800140704591798, 0.13846177498336065, 0.13809395219141885, 0.13809395219141885, 0.1448971384092447, 0.1439627034502491, 0.1439627034502491, 0.14911101456504622
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07508145184141918, 0.07577812854002115, 0.07577812854002115, 0.0749440612494507, 0.0749440612494507, 0.0749440612494507, 0.07421220624042174, 0.07421220624042174, 0.07421220624042174, 0.07272796353109881, 0.07348000423481478, 0.07348000423481478, 0.07348000423481478, 0.07274760449027762, 0.07274760449027762, 0.07201515642579293, 0.07201515642579293, 0.07201515642579293, 0.07128280949977749, 0.07128280949977749, 0.07128280949977749, 0.070550713088113, 0.070550713088113, 0.070550713088113, 0.06981901636232014, 0.06981901636232014, 0.06981901636232014, 0.06908786816808674, 0.06908786816808674, 0.06908786816808674, 0.06835741690435984, 0.06835741690435984, 0.06835741690435984, 0.06762781040321036, 0.06762781040321036, 0.06762781040321036, 0.0668991958106763, 0.06480554531830397, 0.06297406538344545, 0.03393150103989949, 0.03411037676386854, 0.03411037676386854, 0.02294581169050844, 0.0233119722641976, 0.023692796323010256, 0.019361486579900087, 0.01998936425747216, 0.01998936425747216, 0.013356023056944413, 0.013592390418914723, 0.013592390418914723, 0.010217905587800174, 0.010786332856032482, 0.010786332856032482, 0.002468592253254227
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.0908885381266455, 0.0908885381266455, 0.09172260541721595, 0.09172260541721595, 0.09172260541721595, 0.09082690204730727, 0.09082690204730727, 0.09082690204730727, 0.0890103657387468, 0.08993077399491307, 0.08993077399491307, 0.08993077399491307, 0.08903440393361826, 0.08903440393361826, 0.08813797473446242, 0.08813797473446242, 0.08813797473446242, 0.08724166931674772, 0.08724166931674772, 0.08724166931674772, 0.08634567049876328, 0.08634567049876328, 0.08634567049876328, 0.08545016084868465, 0.08545016084868465, 0.08545016084868465, 0.08455532253590677, 0.08455532253590677, 0.08455532253590677, 0.08366133718306709, 0.08366133718306709, 0.08366133718306709, 0.08276838571901417, 0.08276838571901417, 0.08276838571901417, 0.08187664823297397, 0.08416893245432834, 0.08179022072261757, 0.11799118198202582, 0.1186131927228469, 0.1186131927228469, 0.13408409538857116, 0.13349928603307487, 0.13296652855380084, 0.1408212007122678, 0.13963056451016423, 0.13963056451016423, 0.151041275640591, 0.15064003548812832, 0.15064003548812832, 0.1970434957208265, 0.19577277130993992, 0.19577277130993992, 0.17246784595051504
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.0908885381266455, 0.0908885381266455, 0.09172260541721595, 0.09172260541721595, 0.09172260541721595, 0.0926805104893539, 0.0926805104893539, 0.0926805104893539, 0.0926805104893539, 0.09363886973585425, 0.09363886973585425, 0.09363886973585425, 0.09459748779745024, 0.09459748779745024, 0.09555616910370841, 0.09555616910370841, 0.09555616910370841, 0.09651471803258112, 0.09651471803258112, 0.09651471803258112, 0.09747293907004846, 0.09747293907004846, 0.09747293907004846, 0.09843063696957315, 0.09843063696957315, 0.09843063696957315, 0.0993876169110918, 0.0993876169110918, 0.0993876169110918, 0.10034368465926774, 0.10034368465926774, 0.10034368465926774, 0.10129864672073285, 0.10129864672073285, 0.10129864672073285, 0.1022523105000491, 0.10511504808170177, 0.10635607125445092, 0.15099466324969624, 0.15179065749918413, 0.15179065749918413, 0.17158894834549265, 0.17084056113371027, 0.17015878530245374, 0.17858698096903713, 0.1770770369855273, 0.1770770369855273, 0.19154790103998484, 0.1910390553043326, 0.1910390553043326, 0.19443401361679627, 0.19318011763557813, 0.19318011763557813, 0.26314771190742553
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.0908885381266455, 0.0908885381266455, 0.09172260541721595, 0.09172260541721595, 0.09172260541721595, 0.0926805104893539, 0.0926805104893539, 0.0926805104893539, 0.0926805104893539, 0.09363886973585425, 0.09363886973585425, 0.09363886973585425, 0.09459748779745024, 0.09459748779745024, 0.09555616910370841, 0.09555616910370841, 0.09555616910370841, 0.09651471803258112, 0.09651471803258112, 0.09651471803258112, 0.09747293907004846, 0.09747293907004846, 0.09747293907004846, 0.09843063696957315, 0.09843063696957315, 0.09843063696957315, 0.0993876169110918, 0.0993876169110918, 0.0993876169110918, 0.10034368465926774, 0.10034368465926774, 0.10034368465926774, 0.10129864672073285, 0.10129864672073285, 0.10129864672073285, 0.1022523105000491, 0.10511504808170177, 0.10635607125445092, 0.15099466324969624, 0.15179065749918413, 0.15179065749918413, 0.17158894834549265, 0.17084056113371027, 0.17015878530245374, 0.17858698096903713, 0.1770770369855273, 0.1770770369855273, 0.19154790103998484, 0.1910390553043326, 0.1910390553043326, 0.19443401361679627, 0.19318011763557813, 0.19318011763557813, 0.26314771190742553
Occupy-North-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002115, 0.07577812854002115, 0.0749440612494507, 0.0749440612494507, 0.0749440612494507, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.07650978901975246, 0.07650978901975246, 0.07650978901975246, 0.07729304992251781, 0.07729304992251781, 0.0780763625007869, 0.0780763625007869, 0.0780763625007869, 0.078859566917073, 0.078859566917073, 0.078859566917073, 0.07964250342215604, 0.07964250342215604, 0.07964250342215604, 0.08042501248536868, 0.08042501248536868, 0.08042501248536868, 0.08120693492450393, 0.08120693492450393, 0.08120693492450393, 0.08198811203511917, 0.08198811203511917, 0.08198811203511917, 0.08276838571901422, 0.08276838571901422, 0.08276838571901422, 0.0835475986116633, 0.08086819309125017, 0.08182294984012772, 0.05688375917505991, 0.05603996011951115, 0.05603996011951115, 0.044294784476094494, 0.045001623872929324, 0.04573676978260293, 0.040250617795501216, 0.04155591345645097, 0.04155591345645097, 0.03250636382835094, 0.033081643118645324, 0.033081643118645324, 0.024599524341056306, 0.02596800835187904, 0.02596800835187904, 0.01886683296897931
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07508145184141918, 0.07577812854002115, 0.07577812854002115, 0.0749440612494507, 0.0749440612494507, 0.0749440612494507, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.07650978901975246, 0.07650978901975246, 0.07650978901975246, 0.07729304992251781, 0.07729304992251781, 0.0780763625007869, 0.0780763625007869, 0.0780763625007869, 0.078859566917073, 0.078859566917073, 0.078859566917073, 0.07964250342215604, 0.07964250342215604, 0.07964250342215604, 0.08042501248536868, 0.08042501248536868, 0.08042501248536868, 0.08120693492450393, 0.08120693492450393, 0.08120693492450393, 0.08198811203511917, 0.08198811203511917, 0.08198811203511917, 0.08276838571901422, 0.08276838571901422, 0.08276838571901422, 0.0835475986116633, 0.08093292635962526, 0.07864566791640111, 0.0511608190624577, 0.05143052208967969, 0.05143052208967969, 0.038056647439051426, 0.0378906629246563, 0.03850964427391909, 0.03285292924775006, 0.03257515937567347, 0.03257515937567347, 0.025481330919168606, 0.025932285139835722, 0.025932285139835722, 0.022495877174978984, 0.023747334227423315, 0.023747334227423315, 0.02586120209054872
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.08166666825612386, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08001700647881207, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07508145184141918, 0.07577812854002115, 0.07577812854002115, 0.0749440612494507, 0.0749440612494507, 0.0749440612494507, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.0757267395878049, 0.07650978901975246, 0.07650978901975246, 0.07650978901975246, 0.07729304992251781, 0.07729304992251781, 0.0780763625007869, 0.0780763625007869, 0.0780763625007869, 0.078859566917073, 0.078859566917073, 0.078859566917073, 0.07964250342215604, 0.07964250342215604, 0.07964250342215604, 0.08042501248536868, 0.08042501248536868, 0.08042501248536868, 0.08120693492450393, 0.08120693492450393, 0.08120693492450393, 0.08198811203511917, 0.08198811203511917, 0.08198811203511917, 0.08276838571901422, 0.08276838571901422, 0.08276838571901422, 0.0835475986116633, 0.08086819309125017, 0.08182294984012772, 0.04742105443516335, 0.04671762270832591, 0.04671762270832591, 0.03378361412621887, 0.033636266496761144, 0.034185748084394695, 0.028857182612909787, 0.028613196578592077, 0.028613196578592077, 0.02238215697630041, 0.022778263764761122, 0.022778263764761122, 0.015918369177938273, 0.016803916125771923, 0.016803916125771923, 0.02119224860151356
Occupy-Asia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.0908885381266455, 0.0908885381266455, 0.09172260541721595, 0.09172260541721595, 0.09172260541721595, 0.09082690204730727, 0.09082690204730727, 0.09082690204730727, 0.0890103657387468, 0.08993077399491307, 0.08993077399491307, 0.08993077399491307, 0.08903440393361826, 0.08903440393361826, 0.08813797473446242, 0.08813797473446242, 0.08813797473446242, 0.08724166931674772, 0.08724166931674772, 0.08724166931674772, 0.08634567049876328, 0.08634567049876328, 0.08634567049876328, 0.08545016084868465, 0.08545016084868465, 0.08545016084868465, 0.08455532253590677, 0.08455532253590677, 0.08455532253590677, 0.08366133718306709, 0.08366133718306709, 0.08366133718306709, 0.08276838571901417, 0.08276838571901417, 0.08276838571901417, 0.08187664823297397, 0.08416893245432834, 0.08516265882850257, 0.10592446757710483, 0.10648286656457111, 0.10648286656457111, 0.1126056828185237, 0.11440260166269545, 0.11394605359045251, 0.1152412306484936, 0.11897841249976947, 0.11897841249976947, 0.1136862497139158, 0.11338424294143154, 0.11338424294143154, 0.098222660974774, 0.09758922756685413, 0.09758922756685413, 0.029742719136318183
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.09005294178898471, 0.09005294178898471, 0.09005294178898471, 0.0908885381266455, 0.0908885381266455, 0.09172260541721595, 0.09172260541721595, 0.09172260541721595, 0.09082690204730727, 0.09082690204730727, 0.09082690204730727, 0.0890103657387468, 0.08993077399491307, 0.08993077399491307, 0.08993077399491307, 0.08903440393361826, 0.08903440393361826, 0.08813797473446242, 0.08813797473446242, 0.08813797473446242, 0.08724166931674772, 0.08724166931674772, 0.08724166931674772, 0.08634567049876328, 0.08634567049876328, 0.08634567049876328, 0.08545016084868465, 0.08545016084868465, 0.08545016084868465, 0.08455532253590677, 0.08455532253590677, 0.08455532253590677, 0.08366133718306709, 0.08366133718306709, 0.08366133718306709, 0.08276838571901417, 0.08276838571901417, 0.08276838571901417, 0.08187664823297397, 0.08416893245432834, 0.08516265882850257, 0.09193327548334344, 0.09241791750344129, 0.09241791750344129, 0.09099185498717642, 0.09059499294387252, 0.09023345423074661, 0.08781536047869146, 0.08707288600213631, 0.08707288600213631, 0.08319988183881151, 0.0829788619014977, 0.0829788619014977, 0.06708643118060902, 0.06665379388178012, 0.06665379388178012, 0.03712860139065624
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002115, 0.07577812854002115, 0.0749440612494507, 0.0749440612494507, 0.0749440612494507, 0.07421220624042174, 0.07421220624042174, 0.07421220624042174, 0.07272796353109881, 0.07348000423481478, 0.07348000423481478, 0.07348000423481478, 0.07274760449027762, 0.07274760449027762, 0.07201515642579293, 0.07201515642579293, 0.07201515642579293, 0.07128280949977749, 0.07128280949977749, 0.07128280949977749, 0.070550713088113, 0.070550713088113, 0.070550713088113, 0.06981901636232014, 0.06981901636232014, 0.06981901636232014, 0.06908786816808674, 0.06908786816808674, 0.06908786816808674, 0.06835741690435984, 0.06835741690435984, 0.06835741690435984, 0.06762781040321036, 0.06762781040321036, 0.06762781040321036, 0.0668991958106763, 0.06475371134978239, 0.06292369630304147, 0.04469587144728195, 0.044032864384087, 0.044032864384087, 0.0348042045996953, 0.03535959691681655, 0.035937230806529184, 0.03194925897475561, 0.03298534814293155, 0.03298534814293155, 0.02580219368448279, 0.02625882635337274, 0.02625882635337274, 0.024701368445543836, 0.026075518095533223, 0.026075518095533223, 0.01240714043205691
Hitler
Conquer the continents of NORTH AMERICA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.07919259624114994, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07754545644888919, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669672, 0.07745068350669672, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07680215631428843, 0.07680215631428843, 0.07680215631428843, 0.07783291557129786, 0.07783291557129786, 0.07783291557129786, 0.07887026050363424, 0.07887026050363424, 0.07887026050363424, 0.07800215903752175, 0.07800215903752175, 0.07800215903752175, 0.07903445068605111, 0.07903445068605111, 0.07903445068605111, 0.07815664770054763, 0.07815664770054763, 0.07815664770054763, 0.07918361639908697, 0.07918361639908697, 0.07918361639908697, 0.08021657154578964, 0.08021657154578964, 0.08021657154578964, 0.07861224164488352, 0.07972533274770853, 0.07972533274770853, 0.07923023219819682, 0.07923023219819682, 0.07923023219819682, 0.0783474401919362, 0.0783474401919362, 0.0783474401919362, 0.07746668271625384, 0.07746668271625384, 0.07746668271625384, 0.0053159197411581415, 0.005354726434482832, 0.005445739882456142, 0.002234589182946996, 0.0022452793710969325, 0.002259545995611826, 0.0013297935555780663, 0.0013297935555780663, 0.0013297935555780663, 0.0011080030250980267, 0.0010736612790606843, 0.0010736612790606843, 5.412312593645677E-4, 5.422258444305787E-4, 5.36593738879401E-4, 2.3301381696049232E-4, 2.3252681298218064E-4, 2.2880360800313842E-4
