s0914007
Conquer the continents of EUROPE and AUSTRALIA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0830424027577258, 0.0835893895880295, 0.08273102384898452, 0.08326574874842924, 0.08326574874842924, 0.08326574874842924, 0.08326574874842924, 0.08326574874842924, 0.08326574874842924, 0.08326574874842924, 0.0837965282206971, 0.0837965282206971, 0.0837965282206971, 0.0837965282206971, 0.0837965282206971, 0.0837965282206971, 0.08292206236545047, 0.08292206236545047, 0.08292206236545047, 0.08292206236545047, 0.08292206236545047, 0.08344059116031849, 0.08344059116031849, 0.08344059116031849, 0.08344059116031849, 0.08344059116031849, 0.08344059116031849, 0.08344059116031849, 0.08395507986781682, 0.08395507986781682, 0.08395507986781682, 0.08395507986781682, 0.08395507986781682, 0.08395507986781682, 0.08306506093049643, 0.08306506093049643, 0.08306506093049643, 0.08306506093049643, 0.08306506093049643, 0.08356733921524019, 0.08356733921524019, 0.08356733921524019, 0.08356733921524019, 0.08356733921524019, 0.08356733921524019, 0.08406550041792574, 0.08406550041792574, 0.08406550041792574, 0.08406550041792574, 0.08406550041792574, 0.08406550041792574, 0.08455949454893484, 0.08455949454893484, 0.08455949454893484, 0.08510959545693955, 0.08510959545693955, 0.08394347168928465, 0.03958374884315358, 0.03910330035875404, 0.03910330035875404, 0.03895910743085874, 0.03914791259667002, 0.03914791259667002, 0.0379110557827387, 0.0379110557827387, 0.0379110557827387
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08138155628647943, 0.08027925288525209, 0.07945487839738412, 0.0783690611718617, 0.0783690611718617, 0.0783690611718617, 0.0783690611718617, 0.0783690611718617, 0.0783690611718617, 0.0783690611718617, 0.07729125556651098, 0.07729125556651098, 0.07729125556651098, 0.07729125556651098, 0.07729125556651098, 0.07729125556651098, 0.07648467604183133, 0.07648467604183133, 0.07648467604183133, 0.07648467604183133, 0.07648467604183133, 0.07542369298685678, 0.07542369298685678, 0.07542369298685678, 0.07542369298685678, 0.07542369298685678, 0.07542369298685678, 0.07542369298685678, 0.07437097652051194, 0.07437097652051194, 0.07437097652051194, 0.07437097652051194, 0.07437097652051194, 0.07437097652051194, 0.07358255993399351, 0.07358255993399351, 0.07358255993399351, 0.07358255993399351, 0.07358255993399351, 0.07254695080197684, 0.07254695080197684, 0.07254695080197684, 0.07254695080197684, 0.07254695080197684, 0.07254695080197684, 0.07151983036617945, 0.07151983036617945, 0.07151983036617945, 0.07151983036617945, 0.07151983036617945, 0.07151983036617945, 0.0705013016963671, 0.0705013016963671, 0.0705013016963671, 0.06954074958759984, 0.06954074958759984, 0.0699876939257468, 0.032881566405339596, 0.033145372604243904, 0.033145372604243904, 0.03369709062982888, 0.0331831875517002, 0.0331831875517002, 0.02107552664090179, 0.02107552664090179, 0.02107552664090179
bob
Conquer the continents of ASIA and SOUTH AMERICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08386401287159317, 0.08386401287159317, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08410617775480883, 0.08410617775480883, 0.08410617775480883, 0.08410617775480883, 0.08410617775480883, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0838306132012741, 0.08435075929444322, 0.08435075929444322, 0.08436150259337041, 0.08258301056794974, 0.07437668947854216, 0.07259419646101672, 0.07259419646101672, 0.07286990032972435, 0.07286990032972435, 0.07345213340655117, 0.08076360387608346, 0.07929564838504335
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08386401287159316, 0.08386401287159316, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08554144037724551, 0.0843507592944432, 0.0843507592944432, 0.0843615025933704, 0.08598813760242223, 0.07273402429724335, 0.07545676387149168, 0.07545676387149168, 0.0757433394206914, 0.0757433394206914, 0.07485150275000142, 0.05622683305973612, 0.058654189097934135
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08360633335068018, 0.08386401287159317, 0.08386401287159317, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08299996716649571, 0.08410617775480883, 0.08410617775480883, 0.08410617775480883, 0.08410617775480883, 0.08410617775480883, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08323115187627735, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.08433264475851959, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.0834467616842016, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08454324182716387, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.08364663289079877, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0847378083621668, 0.0838306132012741, 0.08435075929444322, 0.08435075929444322, 0.08432775805669575, 0.08595374241298498, 0.08107832024297708, 0.07913521762952325, 0.07913521762952325, 0.07784704974085838, 0.07784704974085838, 0.07846905041723397, 0.08876130476169312, 0.08714798343298263
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08386401287159316, 0.08386401287159316, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08554144037724551, 0.08607220168647575, 0.08607220168647575, 0.08604873103616983, 0.08770789871437709, 0.05462992461640402, 0.05667495181142646, 0.05667495181142646, 0.05575239349665825, 0.05575239349665825, 0.05509593935323987, 0.040088717566742385, 0.041819378629332625
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08386401287159316, 0.08386401287159316, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08554144037724551, 0.08607220168647575, 0.08607220168647575, 0.0860831642361881, 0.08426837649046735, 0.07127934519858996, 0.07394763003328544, 0.07394763003328544, 0.07422847407696717, 0.07422847407696717, 0.07335447412268056, 0.05510229747098317, 0.05748110643471537
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08360633335068017, 0.08386401287159316, 0.08386401287159316, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08469384239907025, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08410617775480882, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08492974515956224, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08433264475851958, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08514975516336623, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08454324182716386, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08535370537021023, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08473780836216678, 0.08554144037724551, 0.08607220168647575, 0.08607220168647575, 0.0860831642361881, 0.08426837649046735, 0.07127934519858996, 0.07394763003328544, 0.07394763003328544, 0.07422847407696717, 0.07422847407696717, 0.07335447412268056, 0.05510229747098317, 0.05748110643471537
Occupy-North-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08054300109705316, 0.08054300109705316, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07426071865940802, 0.07322705786864839, 0.07322705786864839, 0.07323638440202902, 0.07169242985373855, 0.040836146690655155, 0.04236481492713374, 0.04236481492713374, 0.042525711306485026, 0.042525711306485026, 0.0420249941598637, 0.03190756326185463, 0.03328503754118249
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08054300109705316, 0.08054300109705316, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07426071865940802, 0.07472148616678484, 0.07472148616678484, 0.07470111069319643, 0.07312627708338876, 0.020531156983538836, 0.02129972429662651, 0.02129972429662651, 0.020953006088245758, 0.020953006088245758, 0.02070629582522317, 0.014287531390473375, 0.014904335213565524
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08054300109705316, 0.08054300109705316, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07426071865940802, 0.07322705786864839, 0.07322705786864839, 0.07323638440202902, 0.07169242985373855, 0.02812339904474146, 0.02917617581986618, 0.02917617581986618, 0.029286983362889964, 0.029286983362889964, 0.02894214504526784, 0.020629012762450077, 0.02151958325995254
Occupy-Asia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08732195919111424, 0.08732195919111424, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08936133418473459, 0.08936133418473459, 0.08936133418473459, 0.08936133418473459, 0.08936133418473459, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09656506872541876, 0.0971642286422565, 0.0971642286422565, 0.09717660392330989, 0.09905033614882908, 0.26236497115324237, 0.2560771982985653, 0.2560771982985653, 0.2570497481400204, 0.2570497481400204, 0.25910358470463657, 0.3157461190033026, 0.31000713229492527
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08531258339129774, 0.08732195919111424, 0.08732195919111424, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08818600489621169, 0.08936133418473459, 0.08936133418473459, 0.08936133418473459, 0.08936133418473459, 0.08936133418473459, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09023636006326606, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09143056086535138, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09231644393966937, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09352947061207409, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09442607954843922, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09565787356452611, 0.09656506872541876, 0.0971642286422565, 0.0971642286422565, 0.09717660392330989, 0.09905033614882908, 0.1918580188798665, 0.18725999789496783, 0.18725999789496783, 0.18797118843623306, 0.18797118843623306, 0.18947308486950398, 0.2184466216208016, 0.21447614603133408
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08193420827833084, 0.08054300109705316, 0.08054300109705316, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.07971317156957604, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.0791600662754195, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07833649887066606, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07778575242954493, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07696864202469827, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07642040195321713, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07560993841017079, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07506435067448679, 0.07426071865940802, 0.07322705786864839, 0.07322705786864839, 0.07320708990414314, 0.07461864863280715, 0.030908658215609168, 0.03206569892281151, 0.03206569892281151, 0.03154373152425909, 0.03154373152425909, 0.03117232122311717, 0.022938097754896268, 0.02392835324431659
fred
