s0914007
WINNER
Conquer the continents of NORTH AMERICA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101, Turn 102, Turn 103, Turn 104, Turn 105, Turn 106, Turn 107, Turn 108, Turn 109, Turn 110, Turn 111, Turn 112, Turn 113, Turn 114, Turn 115
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08646348133772773, 0.08646348133772773, 0.08646348133772773, 0.08646348133772773, 0.08646348133772773, 0.08646348133772773, 0.08733391822146729, 0.08733391822146729, 0.08733391822146729, 0.08733391822146729, 0.08733391822146729, 0.08733391822146729, 0.08820411910273859, 0.08820411910273859, 0.08820411910273859, 0.08820411910273859, 0.08820411910273859, 0.08820411910273859, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09148096905452183, 0.09148096905452183, 0.09148096905452183, 0.09148096905452183, 0.09148096905452183, 0.09148096905452183, 0.09269599288045816, 0.09269599288045816, 0.09269599288045816, 0.09269599288045816, 0.09269599288045816, 0.09269599288045816, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09514813476490913, 0.09514813476490913, 0.09514813476490913, 0.09514813476490913, 0.09514813476490913, 0.09514813476490913, 0.09638488079019894, 0.09638488079019894, 0.09638488079019894, 0.09638488079019894, 0.09638488079019894, 0.0976284870153891, 0.0976284870153891, 0.0976284870153891, 0.0976284870153891, 0.09567424020724562, 0.09567424020724562, 0.08663272713378553, 0.0877317292533715, 0.0877317292533715, 0.08708991158400749, 0.08708991158400749, 0.08760060092289955, 0.08502282794446182, 0.08502282794446182, 0.08595015614603406, 0.0853606715192866, 0.08424585127315297, 0.08424585127315297, 0.07734906744626069, 0.07734906744626069, 0.077938997354277, 0.077938997354277, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418, 0.07807457022522418
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.0830395307091074, 0.0830395307091074, 0.0830395307091074, 0.0830395307091074, 0.0830395307091074, 0.0830395307091074, 0.08387549832479131, 0.08387549832479131, 0.08387549832479131, 0.08387549832479131, 0.08387549832479131, 0.08387549832479131, 0.0847112392836959, 0.0847112392836959, 0.0847112392836959, 0.0847112392836959, 0.0847112392836959, 0.0847112392836959, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08383565319028063, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08319694651288373, 0.08319694651288373, 0.08319694651288373, 0.08319694651288373, 0.08319694651288373, 0.08319694651288373, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08200070527992163, 0.08200070527992163, 0.08200070527992163, 0.08200070527992163, 0.08200070527992163, 0.08139754682720614, 0.08139754682720614, 0.08139754682720614, 0.08139754682720614, 0.07976819763886214, 0.07976819763886214, 0.0691765034109964, 0.06868045230264516, 0.06868045230264516, 0.06817800776857647, 0.06817800776857647, 0.06720624431358692, 0.06269225620936068, 0.06269225620936068, 0.0633760290102502, 0.06294136784753669, 0.06341245176112113, 0.06341245176112113, 0.060752549734885086, 0.060752549734885086, 0.061215900454682164, 0.061215900454682164, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439, 0.06257385993613439
Occupy-Asia-South-America, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08055943841254413, 0.08137874167877861, 0.08137874167877861, 0.08137874167877861, 0.08137874167877861, 0.08137874167877861, 0.07975116839737935, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.07972954537916663, 0.07972954537916663, 0.07972954537916663, 0.07972954537916663, 0.07972954537916663, 0.07813495599230369, 0.0789054507046155, 0.0789054507046155, 0.0789054507046155, 0.0789054507046155, 0.0789054507046155, 0.07732734319552523, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.075634845535989, 0.075634845535989, 0.075634845535989, 0.075634845535989, 0.075634845535989, 0.07507851134045822, 0.07507851134045822, 0.07507851134045822, 0.07507851134045822, 0.07660937999442019, 0.07660937999442019, 0.09459484836587945, 0.09391652730218786, 0.09391652730218786, 0.09513210386313002, 0.09513210386313002, 0.0956899520724764, 0.09477564033474185, 0.09477564033474185, 0.09389315566504222, 0.09515223732535139, 0.0958644031056395, 0.0958644031056395, 0.10758400097179524, 0.10758400097179524, 0.10623643975282919, 0.10623643975282919, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216, 0.104292812617216
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08137874167877861, 0.08137874167877861, 0.08137874167877861, 0.08137874167877861, 0.08137874167877861, 0.08137874167877861, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.08055403172673402, 0.07972954537916663, 0.07972954537916663, 0.07972954537916663, 0.07972954537916663, 0.07972954537916663, 0.07972954537916663, 0.0789054507046155, 0.0789054507046155, 0.0789054507046155, 0.0789054507046155, 0.0789054507046155, 0.0789054507046155, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.0783687838236012, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07728509016013033, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.07618811078275169, 0.075634845535989, 0.075634845535989, 0.075634845535989, 0.075634845535989, 0.075634845535989, 0.07507851134045822, 0.07507851134045822, 0.07507851134045822, 0.07507851134045822, 0.07660937999442019, 0.07660937999442019, 0.08986510594758547, 0.08922070093707846, 0.08922070093707846, 0.08856799042034988, 0.08856799042034988, 0.08908734711335946, 0.08716868512529377, 0.08716868512529377, 0.0863570311176896, 0.08576475596034215, 0.08640666124882077, 0.08640666124882077, 0.0933785502469103, 0.0933785502469103, 0.09220892175327398, 0.09220892175327398, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303, 0.09052193221482303
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08388112794328326, 0.08473421336013322, 0.08473421336013322, 0.08473421336013322, 0.08473421336013322, 0.08473421336013322, 0.08303953070910741, 0.08387549832479133, 0.08387549832479133, 0.08387549832479133, 0.08387549832479133, 0.08387549832479133, 0.08387549832479133, 0.08301701611376065, 0.08301701611376065, 0.08301701611376065, 0.08301701611376065, 0.08301701611376065, 0.08135667737490936, 0.08215894172551322, 0.08215894172551322, 0.08215894172551322, 0.08215894172551322, 0.08215894172551322, 0.08215894172551322, 0.08326545407078188, 0.08326545407078188, 0.08326545407078188, 0.08326545407078188, 0.08326545407078188, 0.08326545407078188, 0.08437913967083335, 0.08437913967083335, 0.08437913967083335, 0.08437913967083335, 0.08437913967083335, 0.08437913967083335, 0.08549983904876593, 0.08549983904876593, 0.08549983904876593, 0.08549983904876593, 0.08549983904876593, 0.08549983904876593, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08776161682286748, 0.08776161682286748, 0.08776161682286748, 0.08776161682286748, 0.08776161682286748, 0.08776161682286748, 0.0889023520674087, 0.0889023520674087, 0.0889023520674087, 0.0889023520674087, 0.0889023520674087, 0.09004941494240183, 0.09004941494240183, 0.09004941494240183, 0.09004941494240183, 0.09188554387172773, 0.09188554387172773, 0.0813111181421055, 0.08234261159891519, 0.08234261159891519, 0.0834083851267666, 0.0834083851267666, 0.08221953811937072, 0.08054968671827846, 0.08054968671827846, 0.08142822719884751, 0.08252015756130446, 0.08144243475610495, 0.08144243475610495, 0.07802624611786374, 0.07802624611786374, 0.07862134076754584, 0.07862134076754584, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984, 0.07875810055721984
fred
LOSER
Conquer the continents of ASIA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101, Turn 102, Turn 103, Turn 104, Turn 105, Turn 106, Turn 107, Turn 108, Turn 109, Turn 110, Turn 111, Turn 112, Turn 113, Turn 114, Turn 115
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09196398801447249, 0.09196398801447249, 0.09196398801447249, 0.09196398801447249, 0.09196398801447249, 0.09324256199077875, 0.09324256199077875, 0.09324256199077875, 0.09239777555910209, 0.09239777555910209, 0.09113385378868477, 0.0839459757130739, 0.08472516291673904, 0.08415295980312387, 0.0847762754880233, 0.0847762754880233, 0.0847762754880233, 0.09337519650082417, 0.09337519650082417, 0.09337519650082417, 0.09337519650082417, 0.09397246629272393, 0.09397246629272393, 0.09369442293528955, 0.09369442293528955, 0.0931047138095476, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948, 0.09055045912317948
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08193700437600517, 0.08193700437600517, 0.08193700437600517, 0.08193700437600517, 0.08193700437600517, 0.08029826585130939, 0.0811038510999975, 0.0811038510999975, 0.0811038510999975, 0.0811038510999975, 0.0811038510999975, 0.0811038510999975, 0.08027098092506858, 0.08027098092506858, 0.08027098092506858, 0.08027098092506858, 0.08027098092506858, 0.08027098092506858, 0.07943856355885894, 0.07943856355885894, 0.07943856355885894, 0.07943856355885894, 0.07943856355885894, 0.07943856355885894, 0.07860676833986595, 0.07860676833986595, 0.07860676833986595, 0.07860676833986595, 0.07860676833986595, 0.07860676833986595, 0.07777576409988501, 0.07777576409988501, 0.07777576409988501, 0.07777576409988501, 0.07777576409988501, 0.07777576409988501, 0.07694571902732715, 0.07694571902732715, 0.07694571902732715, 0.07694571902732715, 0.07694571902732715, 0.07694571902732715, 0.07611680053164682, 0.07611680053164682, 0.07611680053164682, 0.07611680053164682, 0.07611680053164682, 0.07611680053164682, 0.07528917510911173, 0.07528917510911173, 0.07528917510911173, 0.07528917510911173, 0.07528917510911173, 0.07528917510911173, 0.07446300821014094, 0.07446300821014094, 0.07446300821014094, 0.07446300821014094, 0.07446300821014094, 0.07446300821014094, 0.07363846410843479, 0.07363846410843479, 0.07363846410843479, 0.07363846410843479, 0.07363846410843479, 0.0731690148468759, 0.0731690148468759, 0.0731690148468759, 0.07398581146934813, 0.07398581146934813, 0.07446300821014096, 0.0685899873522854, 0.06784210866914268, 0.06738392759898233, 0.06788303611614958, 0.06788303611614958, 0.06788303611614958, 0.06232360763095809, 0.06232360763095809, 0.06232360763095809, 0.06232360763095809, 0.061467813528525476, 0.061467813528525476, 0.06592210578242932, 0.06592210578242932, 0.06550719456199443, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138, 0.0663369988103138
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08193700437600517, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08105975715588444, 0.08105975715588444, 0.08105975715588444, 0.08105975715588444, 0.08105975715588444, 0.08105975715588444, 0.08021098654077834, 0.08021098654077834, 0.08021098654077834, 0.08021098654077834, 0.08021098654077834, 0.08021098654077834, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07514128844411064, 0.07514128844411064, 0.07514128844411064, 0.07514128844411064, 0.07514128844411064, 0.07466225859470031, 0.07466225859470031, 0.07466225859470031, 0.07549572451977697, 0.07549572451977697, 0.07598265996008848, 0.08475755510699139, 0.0838333915206323, 0.08326721110856078, 0.08220628838633086, 0.08220628838633086, 0.08220628838633086, 0.07875529678796053, 0.07875529678796053, 0.07875529678796053, 0.07875529678796053, 0.0792590511197989, 0.0792590511197989, 0.08500259326305168, 0.08500259326305168, 0.08446759018188031, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269, 0.08553757288602269
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08193700437600517, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08275903012397375, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08190916261507682, 0.08105975715588444, 0.08105975715588444, 0.08105975715588444, 0.08105975715588444, 0.08105975715588444, 0.07943856355885892, 0.08021098654077834, 0.08021098654077834, 0.08021098654077834, 0.08021098654077834, 0.08021098654077834, 0.07860676833986592, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07936302304709739, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07851603829566585, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07767020311245432, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07682568739161022, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07598265996008848, 0.07514128844411064, 0.07514128844411064, 0.07514128844411064, 0.07514128844411064, 0.07514128844411064, 0.07618597667506952, 0.07618597667506952, 0.07618597667506952, 0.07703645209226863, 0.07703645209226863, 0.07598265996008848, 0.08554968179023428, 0.08634375460626081, 0.08751083514339049, 0.08639584363342033, 0.08639584363342033, 0.08639584363342033, 0.09695449221372747, 0.09695449221372747, 0.09695449221372747, 0.09695449221372747, 0.09757465679231263, 0.09757465679231263, 0.08389940953942926, 0.08389940953942926, 0.08507280431828489, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479, 0.08273889875946479
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08360918651151683, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08444798827883286, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08528650502574267, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08612456589404652, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08696200039719063, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08779863855875829, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.08863431105007923, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.0894688493267206, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09030208576362772, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09113385378868476, 0.09196398801447249, 0.09196398801447249, 0.09196398801447249, 0.09196398801447249, 0.09196398801447249, 0.09137771252942391, 0.09137771252942391, 0.09137771252942391, 0.09054982181026776, 0.09054982181026776, 0.09113385378868477, 0.0857708882285755, 0.0848356756499391, 0.08426272617328545, 0.0848868548907907, 0.0848868548907907, 0.0848868548907907, 0.08132333403623634, 0.08132333403623634, 0.08132333403623634, 0.08132333403623634, 0.08184351469037815, 0.08184351469037815, 0.08777434112767185, 0.08777434112767185, 0.08722189277111679, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617, 0.08832676526110617
