s0914007
Destroy all of blue bob's TROOPS. If they are yours or they have already been destroyed by another player then your mission is: Occupy 24 countries., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101, Turn 102, Turn 103, Turn 104, Turn 105, Turn 106
Occupy-Europe-South-America-Asia, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08732183962966462, 0.08732183962966462, 0.08732183962966462, 0.08732183962966462, 0.08732183962966462, 0.08732183962966462, 0.08790595053869131, 0.08790595053869131, 0.08790595053869131, 0.08790595053869131, 0.08790595053869131, 0.08790595053869131, 0.08907341389384925, 0.08907341389384925, 0.08907341389384925, 0.08907341389384925, 0.08907341389384925, 0.08907341389384925, 0.09024801039717104, 0.09024801039717104, 0.09024801039717104, 0.09024801039717104, 0.09024801039717104, 0.09024801039717104, 0.09084768011889918, 0.09084768011889918, 0.09084768011889918, 0.09084768011889918, 0.09084768011889918, 0.09084768011889918, 0.09203920828354688, 0.09203920828354688, 0.09203920828354688, 0.09203920828354688, 0.09203920828354688, 0.09203920828354688, 0.09203920828354688, 0.09264459965687413, 0.09264459965687413, 0.09264459965687413, 0.09264459965687413, 0.09264459965687413, 0.09324565998650218, 0.09324565998650218, 0.09324565998650218, 0.09324565998650218, 0.09324565998650218, 0.09324565998650218, 0.09384231425206348, 0.09384231425206348, 0.09384231425206348, 0.09384231425206348, 0.09384231425206348, 0.09384231425206348, 0.09507073411750963, 0.09507073411750963, 0.09507073411750963, 0.09507073411750963, 0.09507073411750963, 0.09507073411750963, 0.11070107899645999, 0.11132715531288062, 0.11132715531288062, 0.11132715531288062, 0.10860928867768285, 0.10731380894776464, 0.11900014341658291, 0.11900014341658291, 0.11900014341658291, 0.11900014341658291, 0.11625678929732554, 0.11759916244732763, 0.12611776313769565, 0.12611776313769565, 0.12611776313769565, 0.12472614009867551, 0.12472614009867551, 0.12472614009867551, 0.14783160792139205, 0.14640236912224977, 0.14640236912224977, 0.14640236912224977, 0.14359525041000276, 0.14359525041000276, 0.150601340732744, 0.150601340732744, 0.150601340732744, 0.150601340732744
Occupy-North-America-Africa, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08054289081737027, 0.08054289081737027, 0.08054289081737027, 0.08054289081737027, 0.08054289081737027, 0.08054289081737027, 0.07946002458694423, 0.07946002458694423, 0.07946002458694423, 0.07946002458694423, 0.07946002458694423, 0.07946002458694423, 0.07890501424965848, 0.07890501424965848, 0.07890501424965848, 0.07890501424965848, 0.07890501424965848, 0.07890501424965848, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07673749737633508, 0.07673749737633508, 0.07673749737633508, 0.07673749737633508, 0.07673749737633508, 0.07673749737633508, 0.07520274889245998, 0.07569739781740221, 0.07569739781740221, 0.07569739781740221, 0.07569739781740221, 0.07569739781740221, 0.07466473925753163, 0.07466473925753163, 0.07466473925753163, 0.07466473925753163, 0.07466473925753163, 0.07466473925753163, 0.07363965058632208, 0.07363965058632208, 0.07363965058632208, 0.07363965058632208, 0.07363965058632208, 0.07363965058632208, 0.07311154159811992, 0.07311154159811992, 0.07311154159811992, 0.07311154159811992, 0.07311154159811992, 0.07311154159811992, 0.060521875247214085, 0.059694624206276165, 0.059694624206276165, 0.059694624206276165, 0.06063856450449838, 0.06238574760469108, 0.056581350388949944, 0.056581350388949944, 0.056581350388949944, 0.056581350388949944, 0.05755618235612124, 0.05707917931473162, 0.05317332427023266, 0.05317332427023266, 0.05317332427023266, 0.05365978783024876, 0.05365978783024876, 0.05365978783024876, 0.04340490250157271, 0.04388006448356836, 0.04388006448356836, 0.04388006448356836, 0.044813313771097374, 0.044813313771097374, 0.0424840824587428, 0.0424840824587428, 0.0424840824587428, 0.0424840824587428
bob
Destroy all of green s0914007's TROOPS. If they are yours or they have already been destroyed by another player then your mission is: Occupy 24 countries., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101, Turn 102, Turn 103, Turn 104, Turn 105, Turn 106
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08847951424349444, 0.08847951424349444, 0.08847951424349444, 0.08847951424349444, 0.08847951424349444, 0.08847951424349444, 0.08847951424349444, 0.08907341389384923, 0.08907341389384923, 0.08907341389384923, 0.08907341389384923, 0.08907341389384923, 0.09024801039717101, 0.09024801039717101, 0.09024801039717101, 0.09024801039717101, 0.09024801039717101, 0.09024801039717101, 0.09084768011889915, 0.09084768011889915, 0.09084768011889915, 0.09084768011889915, 0.09084768011889915, 0.09084768011889915, 0.09144313888664939, 0.09144313888664939, 0.09144313888664939, 0.09144313888664939, 0.09144313888664939, 0.09144313888664939, 0.09264459965687413, 0.09264459965687413, 0.09264459965687413, 0.09264459965687413, 0.09264459965687413, 0.09264459965687413, 0.09324565998650217, 0.09324565998650217, 0.09324565998650217, 0.09324565998650217, 0.09324565998650217, 0.09324565998650217, 0.09446412374851074, 0.09446412374851074, 0.09446412374851074, 0.09446412374851074, 0.09446412374851074, 0.09446412374851074, 0.09568951400642751, 0.09568951400642751, 0.09568951400642751, 0.09568951400642751, 0.09568951400642751, 0.09626949597195637, 0.14478824053115288, 0.14627971926376182, 0.14627971926376182, 0.1470877992748195, 0.14706795075479503, 0.1441395008120052, 0.15916232702565367, 0.1584477590397402, 0.1584477590397402, 0.1584477590397402, 0.1584477590397402, 0.1584477590397402, 0.1748037099321279, 0.1748037099321279, 0.1748037099321279, 0.1748037099321279, 0.1747876254097977, 0.17557958275270272, 0.21925761744121833, 0.21925761744121833, 0.21925761744121833, 0.21696988853926125, 0.2158759159748198, 0.2158759159748198, 0.23423139474770882, 0.23423139474770882, 0.23486211195043794
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08166666825612386, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08193531419107382, 0.060870895106550124, 0.060267975053718746, 0.060267975053718746, 0.06060090805490955, 0.06059273036550936, 0.061834852195791656, 0.06454337917733559, 0.06553867907818361, 0.06553867907818361, 0.06553867907818361, 0.06553867907818361, 0.06553867907818361, 0.0647292809847554, 0.0647292809847554, 0.0647292809847554, 0.0647292809847554, 0.06472332493516228, 0.06501658432534765, 0.044676127802049964, 0.044676127802049964, 0.044676127802049964, 0.046032878382395906, 0.04580077840598145, 0.04580077840598145, 0.044488967296362904, 0.044488967296362904, 0.04371658876764678
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08670992564623736, 0.08670992564623736, 0.08670992564623736, 0.08670992564623736, 0.08670992564623736, 0.08670992564623736, 0.0849757287871732, 0.0855461100335763, 0.0855461100335763, 0.0855461100335763, 0.0855461100335763, 0.0855461100335763, 0.08667419255927769, 0.08667419255927769, 0.08667419255927769, 0.08667419255927769, 0.08667419255927769, 0.08667419255927769, 0.08550511473895848, 0.08550511473895848, 0.08550511473895848, 0.08550511473895848, 0.08550511473895848, 0.08550511473895848, 0.08434424632578386, 0.08434424632578386, 0.08434424632578386, 0.08434424632578386, 0.08434424632578386, 0.08434424632578386, 0.08545243557200183, 0.08545243557200183, 0.08545243557200183, 0.08545243557200183, 0.08545243557200183, 0.08545243557200183, 0.0842866994753915, 0.0842866994753915, 0.0842866994753915, 0.0842866994753915, 0.0842866994753915, 0.0842866994753915, 0.08538809431719901, 0.08538809431719901, 0.08538809431719901, 0.08538809431719901, 0.08538809431719901, 0.08538809431719901, 0.0864957501633162, 0.0864957501633162, 0.0864957501633162, 0.0864957501633162, 0.0864957501633162, 0.08531373490389658, 0.10731457003309203, 0.10842002858632993, 0.10842002858632993, 0.10683858648938706, 0.10686691601774807, 0.1047389580738716, 0.08421461275202778, 0.08383652663489656, 0.08383652663489656, 0.08383652663489656, 0.08383652663489656, 0.08383652663489656, 0.07046420371390172, 0.07046420371390172, 0.07046420371390172, 0.07046420371390172, 0.07048591427867508, 0.06941694618388954, 0.08538698435414668, 0.08538698435414668, 0.08538698435414668, 0.08283927462466147, 0.08410366676766119, 0.08410366676766119, 0.06952269019051376, 0.06952269019051376, 0.06970989462880177
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08193531419107382, 0.055495218526358504, 0.05494554400576483, 0.05494554400576483, 0.05414409433393639, 0.0541367879485945, 0.055246566064330135, 0.059324988943304124, 0.05905864615568754, 0.05905864615568754, 0.05905864615568754, 0.05905864615568754, 0.05905864615568754, 0.06002161477722377, 0.06002161477722377, 0.06002161477722377, 0.06002161477722377, 0.0600160919024315, 0.060288022964845984, 0.04379230887074573, 0.04379230887074573, 0.04379230887074573, 0.04512221912479301, 0.04489471073594897, 0.04489471073594897, 0.04487409804949281, 0.04487409804949281, 0.044994930978943845
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08193531419107382, 0.06949568096180922, 0.06880733327834404, 0.06880733327834404, 0.06918743949481931, 0.0691781031101224, 0.07059622095251483, 0.08012732121840194, 0.07976758522050813, 0.07976758522050813, 0.07976758522050813, 0.07976758522050813, 0.07976758522050813, 0.08573116563572676, 0.08573116563572676, 0.08573116563572676, 0.08573116563572676, 0.08572327710264815, 0.0861116866287811, 0.06967030534327, 0.06967030534327, 0.06967030534327, 0.07178609361449577, 0.0714241446940654, 0.0714241446940654, 0.07549769609415624, 0.07549769609415624, 0.07570098949017724
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08166666825612386, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08193531419107382, 0.06949568096180922, 0.06880733327834404, 0.06880733327834404, 0.06918743949481931, 0.0691781031101224, 0.07059622095251483, 0.08012732121840194, 0.07976758522050813, 0.07976758522050813, 0.07976758522050813, 0.07976758522050813, 0.07976758522050813, 0.08573116563572676, 0.08573116563572676, 0.08573116563572676, 0.08573116563572676, 0.08572327710264815, 0.0861116866287811, 0.06967030534327, 0.06967030534327, 0.06967030534327, 0.07178609361449577, 0.0714241446940654, 0.0714241446940654, 0.07549769609415624, 0.07549769609415624, 0.07570098949017724
Occupy-North-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.07997848079845833, 0.07997848079845833, 0.07997848079845833, 0.07997848079845833, 0.07997848079845833, 0.07997848079845833, 0.07837891270795763, 0.07890501424965848, 0.07890501424965848, 0.07890501424965848, 0.07890501424965848, 0.07890501424965848, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07834661282437771, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07728985896667694, 0.07624052576354569, 0.07624052576354569, 0.07624052576354569, 0.07624052576354569, 0.07624052576354569, 0.07624052576354569, 0.07569739781740224, 0.07569739781740224, 0.07569739781740224, 0.07569739781740224, 0.07569739781740224, 0.07569739781740224, 0.07466473925753166, 0.07466473925753166, 0.07466473925753166, 0.07466473925753166, 0.07466473925753166, 0.07466473925753166, 0.07412759501112222, 0.07412759501112222, 0.07412759501112222, 0.07412759501112222, 0.07412759501112222, 0.07412759501112222, 0.07358739730712062, 0.07358739730712062, 0.07358739730712062, 0.07358739730712062, 0.07358739730712062, 0.07261082655092552, 0.06135571414346286, 0.06198774573962912, 0.06198774573962912, 0.062330179116688034, 0.062346706708778635, 0.06362478421051905, 0.051157054282907226, 0.051945928551723544, 0.051945928551723544, 0.051945928551723544, 0.051945928551723544, 0.051945928551723544, 0.04172900202537243, 0.04172900202537243, 0.04172900202537243, 0.04172900202537243, 0.04174185905282253, 0.04110881462116363, 0.031303927187535684, 0.031303927187535684, 0.031303927187535684, 0.031622140805070115, 0.032104795760221766, 0.032104795760221766, 0.025364877123347725, 0.025364877123347725, 0.02492451431737182
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08193531419107382, 0.060870895106550124, 0.061497932531366095, 0.061497932531366095, 0.06060090805490955, 0.06059273036550936, 0.061834852195791656, 0.06639963683090616, 0.066101532024057, 0.066101532024057, 0.066101532024057, 0.066101532024057, 0.066101532024057, 0.06717933697418807, 0.06717933697418807, 0.06717933697418807, 0.06717933697418807, 0.06717315548326828, 0.06747751498015113, 0.049014647230416104, 0.049014647230416104, 0.049014647230416104, 0.05050315248695866, 0.050248513174515376, 0.050248513174515376, 0.05022544237552869, 0.05022544237552869, 0.05036068492298927
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08166666825612386, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08161069310393664, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.08215848727430533, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.0815770614063912, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08211911539182182, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08265736300800702, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.08206852231790729, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.0826009670935249, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08200672897438935, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08140911284104521, 0.08193531419107382, 0.06654466372450633, 0.06723014723027737, 0.06723014723027737, 0.06760154073848675, 0.06759241836027695, 0.06897803042793621, 0.071999447151894, 0.0731097243565396, 0.0731097243565396, 0.0731097243565396, 0.0731097243565396, 0.0731097243565396, 0.07220682438452994, 0.07220682438452994, 0.07220682438452994, 0.07220682438452994, 0.0722001802905364, 0.07252731708186298, 0.0498371257227959, 0.0498371257227959, 0.0498371257227959, 0.051350608483584186, 0.05109169625743788, 0.05109169625743788, 0.04962834438674107, 0.04962834438674107, 0.048766740489201696
