s0914007
LOSER
Conquer the continents of ASIA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72
Occupy-Europe-South-America-Australia, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07712237307423678, 0.07712237307423678, 0.07712237307423678, 0.07789343870945235, 0.07789343870945235, 0.07789343870945235, 0.07866418975301143, 0.07866418975301143, 0.07866418975301143, 0.0794344692298744, 0.0794344692298744, 0.0794344692298744, 0.07880851982214031, 0.07880851982214031, 0.07880851982214031, 0.07957210623309213, 0.07957210623309213, 0.07957210623309213, 0.0789373794049564, 0.0789373794049564, 0.0789373794049564, 0.07830005291090893, 0.07830005291090893, 0.07830005291090893, 0.0776602415883374, 0.0776602415883374, 0.0776602415883374, 0.0762622168000631, 0.07628339873890384, 0.07642605504692114, 0.07743617266614156, 0.07743617266614156, 0.07743617266614156, 0.056755455305914214, 0.05667934647432153, 0.05667934647432153
Occupy-Europe-Australia-North-America, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09254027956931392, 0.09254027956931392, 0.09254027956931392, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.0982805039441846, 0.0982805039441846, 0.0982805039441846, 0.09926310751539583, 0.09926310751539583, 0.09926310751539583, 0.10024531018832936, 0.10024531018832936, 0.10024531018832936, 0.10122691192264173, 0.10122691192264173, 0.10122691192264173, 0.10247881073810997, 0.10247881073810997, 0.10247881073810997, 0.10347174180021756, 0.10347174180021756, 0.10347174180021756, 0.10474119545648904, 0.10474119545648904, 0.10474119545648904, 0.106015848444584, 0.106015848444584, 0.106015848444584, 0.1072954710897271, 0.1072954710897271, 0.1072954710897271, 0.2427375107683676, 0.24261072673010325, 0.2430644289921009, 0.2267738460982878, 0.2267738460982878, 0.2267738460982878, 0.2344386820172593, 0.2341243007111401, 0.2341243007111401
Occupy-North-America-Australia, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09254027956931392, 0.09254027956931392, 0.09254027956931392, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.0982805039441846, 0.0982805039441846, 0.0982805039441846, 0.09926310751539583, 0.09926310751539583, 0.09926310751539583, 0.10024531018832936, 0.10024531018832936, 0.10024531018832936, 0.10122691192264173, 0.10122691192264173, 0.10122691192264173, 0.10247881073810997, 0.10247881073810997, 0.10247881073810997, 0.10347174180021756, 0.10347174180021756, 0.10347174180021756, 0.10474119545648904, 0.10474119545648904, 0.10474119545648904, 0.106015848444584, 0.106015848444584, 0.106015848444584, 0.1072954710897271, 0.1072954710897271, 0.1072954710897271, 0.4216852379178637, 0.4214649878330273, 0.42225316245708416, 0.46309794944592186, 0.46309794944592186, 0.46309794944592186, 0.5142134086198513, 0.5135238505587204, 0.5135238505587204
Occupy-Europe-Australia-Africa, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07712237307423678, 0.07712237307423678, 0.07712237307423678, 0.07789343870945235, 0.07789343870945235, 0.07789343870945235, 0.07866418975301143, 0.07866418975301143, 0.07866418975301143, 0.0794344692298744, 0.0794344692298744, 0.0794344692298744, 0.07880851982214031, 0.07880851982214031, 0.07880851982214031, 0.07957210623309213, 0.07957210623309213, 0.07957210623309213, 0.0789373794049564, 0.0789373794049564, 0.0789373794049564, 0.07830005291090893, 0.07830005291090893, 0.07830005291090893, 0.0776602415883374, 0.0776602415883374, 0.0776602415883374, 0.03277220386769112, 0.032781306393779776, 0.03218575858963809, 0.032611155423471906, 0.032611155423471906, 0.032611155423471906, 0.02390176206268467, 0.02386970989829286, 0.02386970989829286
Occupy-Asia-South-America, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07557992708374457, 0.07557992708374457, 0.07557992708374457, 0.07480886144852898, 0.07480886144852898, 0.07480886144852898, 0.07403811040496991, 0.07403811040496991, 0.07403811040496991, 0.07326783092810692, 0.07326783092810692, 0.07326783092810692, 0.07269047507969442, 0.07269047507969442, 0.07269047507969442, 0.07192688866874257, 0.07192688866874257, 0.07192688866874257, 0.07135314583267073, 0.07135314583267073, 0.07135314583267073, 0.07077705310428788, 0.07077705310428788, 0.07077705310428788, 0.07019871428750707, 0.07019871428750707, 0.07019871428750707, 0.009969569034626011, 0.009573602914497367, 0.009591506349173636, 0.010082950139946308, 0.010082950139946308, 0.010082950139946308, 0.007718567318625872, 0.0077082167516711415, 0.0077082167516711415
Occupy-Europe-South-America-Asia, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07557992708374457, 0.07557992708374457, 0.07557992708374457, 0.07480886144852898, 0.07480886144852898, 0.07480886144852898, 0.07403811040496991, 0.07403811040496991, 0.07403811040496991, 0.07326783092810692, 0.07326783092810692, 0.07326783092810692, 0.07269047507969442, 0.07269047507969442, 0.07269047507969442, 0.07192688866874257, 0.07192688866874257, 0.07192688866874257, 0.07135314583267073, 0.07135314583267073, 0.07135314583267073, 0.07077705310428788, 0.07077705310428788, 0.07077705310428788, 0.07019871428750707, 0.07019871428750707, 0.07019871428750707, 0.004107550344740073, 0.003944408811982651, 0.003951785184925265, 0.0035454497553654603, 0.0035454497553654603, 0.0035454497553654603, 0.002483081701047529, 0.002479751898722849, 0.002479751898722849
Occupy-North-America-Africa, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09254027956931392, 0.09254027956931392, 0.09254027956931392, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.09631489573985275, 0.09631489573985275, 0.09631489573985275, 0.09533229216864147, 0.09533229216864147, 0.09533229216864147, 0.09435008949570796, 0.09435008949570796, 0.09435008949570796, 0.09336848776139559, 0.09336848776139559, 0.09336848776139559, 0.09452319945822062, 0.09452319945822062, 0.09452319945822062, 0.093530268396113, 0.093530268396113, 0.093530268396113, 0.09467775406825665, 0.09467775406825665, 0.09467775406825665, 0.09582993952502239, 0.09582993952502239, 0.09582993952502239, 0.09698661715858405, 0.09698661715858405, 0.09698661715858405, 0.048779272604775756, 0.04974876917591681, 0.04884496839733983, 0.03824662789044006, 0.03824662789044006, 0.03824662789044006, 0.041735973864539665, 0.042530617637178955, 0.042530617637178955
fred
LOSER
Conquer the continents of EUROPE and SOUTH AMERICA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09136587700199512, 0.09136587700199512, 0.0925402795693139, 0.0925402795693139, 0.0925402795693139, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.0985010050981653, 0.0985010050981653, 0.0985010050981653, 0.09970947476237285, 0.09970947476237285, 0.09970947476237285, 0.10076664527192385, 0.10076664527192385, 0.10076664527192385, 0.10199668208639628, 0.10199668208639628, 0.10199668208639628, 0.10323160564607876, 0.10323160564607876, 0.10323160564607876, 0.10447119165058737, 0.10447119165058737, 0.10447119165058737, 0.10571521219297672, 0.10571521219297672, 0.10571521219297672, 0.10696343591677485, 0.10696343591677485, 0.10696343591677485, 0.10633723314273766, 0.10633723314273766, 0.10468139890845356, 0.17310453322059646, 0.17389361578744567, 0.1708333984024407, 0.1938396258228777, 0.19434549138595159, 0.19463659294108124, 0.20932163780463217, 0.20706002182431948
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900247, 0.07931706149900247, 0.07872986021534302, 0.07872986021534302, 0.07872986021534302, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07514526261881357, 0.07514526261881357, 0.07514526261881357, 0.07442315250224746, 0.07442315250224746, 0.07442315250224746, 0.07382498899151371, 0.07382498899151371, 0.07382498899151371, 0.07322444907006076, 0.07322444907006076, 0.07322444907006076, 0.07262164181454675, 0.07262164181454675, 0.07262164181454675, 0.07201667805549072, 0.07201667805549072, 0.07201667805549072, 0.07140967030090699, 0.07140967030090699, 0.07140967030090699, 0.07244041917612465, 0.07244041917612465, 0.07276776435748314, 0.020355078783785993, 0.020865168687298853, 0.021343167583472034, 0.016127247403945656, 0.015858632827806262, 0.015564739343131798, 0.00956531427074701, 0.010467692445706464
Occupy-Asia-Africa, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09136587700199512, 0.09136587700199512, 0.0925402795693139, 0.0925402795693139, 0.0925402795693139, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.0985010050981653, 0.0985010050981653, 0.0985010050981653, 0.09970947476237285, 0.09970947476237285, 0.09970947476237285, 0.0987513142884566, 0.0987513142884566, 0.0987513142884566, 0.09995675039010067, 0.09995675039010067, 0.09995675039010067, 0.1011669755021438, 0.1011669755021438, 0.1011669755021438, 0.10238176981020547, 0.10238176981020547, 0.10238176981020547, 0.10360090996547484, 0.10360090996547484, 0.10360090996547484, 0.10482416923860499, 0.10482416923860499, 0.10482416923860499, 0.10421049050810467, 0.10421049050810467, 0.10681775190925166, 0.16190185774787447, 0.15619934092912333, 0.15658215125077538, 0.1508204479509913, 0.15121404585700204, 0.15144054271881502, 0.16148426317666587, 0.1597395061892863
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900247, 0.07931706149900247, 0.07872986021534302, 0.07872986021534302, 0.07872986021534302, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07514526261881357, 0.07514526261881357, 0.07514526261881357, 0.07442315250224746, 0.07442315250224746, 0.07442315250224746, 0.07382498899151371, 0.07382498899151371, 0.07382498899151371, 0.07322444907006076, 0.07322444907006076, 0.07322444907006076, 0.07262164181454675, 0.07262164181454675, 0.07262164181454675, 0.07201667805549072, 0.07201667805549072, 0.07201667805549072, 0.07140967030090699, 0.07140967030090699, 0.07140967030090699, 0.0709916121742935, 0.0709916121742935, 0.07276776435748314, 0.010221544890821584, 0.010062776366932322, 0.010293303906293133, 0.008814115528220316, 0.008667308088156038, 0.008680290467347121, 0.0061047853970897575, 0.006680702188657418
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900247, 0.07931706149900247, 0.07872986021534302, 0.07872986021534302, 0.07872986021534302, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07514526261881357, 0.07514526261881357, 0.07514526261881357, 0.07594199087119279, 0.07594199087119279, 0.07594199087119279, 0.07533161995375214, 0.07533161995375214, 0.07533161995375214, 0.07471882412746153, 0.07471882412746153, 0.07471882412746153, 0.0741037146950312, 0.0741037146950312, 0.0741037146950312, 0.0734864047488253, 0.0734864047488253, 0.0734864047488253, 0.07286700909293783, 0.07286700909293783, 0.07286700909293783, 0.07244041917612463, 0.07244041917612463, 0.07131241045826842, 0.022942464186777208, 0.023517392904454405, 0.023575028875826763, 0.021011005284921523, 0.02066104709692405, 0.02069199436972997, 0.01705308752957815, 0.018661851608498765
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900247, 0.07931706149900247, 0.07872986021534302, 0.07872986021534302, 0.07872986021534302, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07514526261881357, 0.07514526261881357, 0.07514526261881357, 0.07594199087119279, 0.07594199087119279, 0.07594199087119279, 0.07533161995375214, 0.07533161995375214, 0.07533161995375214, 0.07471882412746153, 0.07471882412746153, 0.07471882412746153, 0.0741037146950312, 0.0741037146950312, 0.0741037146950312, 0.0734864047488253, 0.0734864047488253, 0.0734864047488253, 0.07286700909293783, 0.07286700909293783, 0.07286700909293783, 0.07244041917612463, 0.07244041917612463, 0.07131241045826842, 0.022942464186777208, 0.023517392904454405, 0.023575028875826763, 0.021011005284921523, 0.02066104709692405, 0.02069199436972997, 0.01705308752957815, 0.018661851608498765
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900247, 0.07931706149900247, 0.07872986021534302, 0.07872986021534302, 0.07872986021534302, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07514526261881357, 0.07514526261881357, 0.07514526261881357, 0.07594199087119279, 0.07594199087119279, 0.07594199087119279, 0.07533161995375214, 0.07533161995375214, 0.07533161995375214, 0.07471882412746153, 0.07471882412746153, 0.07471882412746153, 0.0741037146950312, 0.0741037146950312, 0.0741037146950312, 0.0734864047488253, 0.0734864047488253, 0.0734864047488253, 0.07286700909293783, 0.07286700909293783, 0.07286700909293783, 0.07391879363901585, 0.07391879363901585, 0.0713124104582684, 0.020708088659262738, 0.021227024845083504, 0.021279047626743958, 0.016078797313225066, 0.015810989719223224, 0.015517979160545863, 0.011273247109482446, 0.0123367492448626
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900247, 0.07931706149900247, 0.07872986021534302, 0.07872986021534302, 0.07872986021534302, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07514526261881357, 0.07514526261881357, 0.07514526261881357, 0.07594199087119279, 0.07594199087119279, 0.07594199087119279, 0.07533161995375214, 0.07533161995375214, 0.07533161995375214, 0.07471882412746153, 0.07471882412746153, 0.07471882412746153, 0.0741037146950312, 0.0741037146950312, 0.0741037146950312, 0.0734864047488253, 0.0734864047488253, 0.0734864047488253, 0.07286700909293783, 0.07286700909293783, 0.07286700909293783, 0.07244041917612463, 0.07244041917612463, 0.07131241045826842, 0.010147935629450433, 0.00999031045853739, 0.010014794518055746, 0.008575629037782832, 0.008432793816035747, 0.008445424926623544, 0.006960207311329933, 0.007616823392428839
Occupy-North-America-Australia, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900247, 0.07931706149900247, 0.07872986021534302, 0.07872986021534302, 0.07872986021534302, 0.07813957036633759, 0.07813957036633759, 0.07813957036633759, 0.07754628891672169, 0.07754628891672169, 0.07754628891672169, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07514526261881357, 0.07514526261881357, 0.07514526261881357, 0.07594199087119279, 0.07594199087119279, 0.07594199087119279, 0.07533161995375214, 0.07533161995375214, 0.07533161995375214, 0.07471882412746153, 0.07471882412746153, 0.07471882412746153, 0.0741037146950312, 0.0741037146950312, 0.0741037146950312, 0.0734864047488253, 0.0734864047488253, 0.0734864047488253, 0.07286700909293783, 0.07286700909293783, 0.07286700909293783, 0.07391879363901585, 0.07391879363901585, 0.0713124104582684, 0.04442296368019866, 0.04553618488155492, 0.045647784082150936, 0.03082396053541655, 0.030310558285995326, 0.029748840533032388, 0.02552612907128828, 0.027934227865864497
Occupy-Asia-South-America, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09136587700199512, 0.09136587700199512, 0.0925402795693139, 0.0925402795693139, 0.0925402795693139, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.0985010050981653, 0.0985010050981653, 0.0985010050981653, 0.09970947476237285, 0.09970947476237285, 0.09970947476237285, 0.0987513142884566, 0.0987513142884566, 0.0987513142884566, 0.09995675039010067, 0.09995675039010067, 0.09995675039010067, 0.1011669755021438, 0.1011669755021438, 0.1011669755021438, 0.10238176981020547, 0.10238176981020547, 0.10238176981020547, 0.10360090996547484, 0.10360090996547484, 0.10360090996547484, 0.10482416923860499, 0.10482416923860499, 0.10482416923860499, 0.10421049050810467, 0.10421049050810467, 0.10681775190925166, 0.32294473430323106, 0.3244168509205913, 0.32521192546003264, 0.32528444379085203, 0.326133342449312, 0.3266218432243472, 0.3482837999888863, 0.34452076709844975
