s0914007
WINNER
Conquer the continents of EUROPE and AUSTRALIA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08166666825612386, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07528917510911178, 0.07528917510911178, 0.07528917510911178, 0.07528917510911178, 0.07528917510911178, 0.07528917510911178, 0.07479670485481374, 0.07479670485481374, 0.07479670485481374, 0.07479670485481374, 0.07479670485481374, 0.07479670485481374, 0.07430078127176377, 0.07430078127176377, 0.07430078127176377, 0.07430078127176377, 0.07430078127176377, 0.07430078127176377, 0.07380147016726876, 0.07380147016726876, 0.07380147016726876, 0.07380147016726876, 0.07380147016726876, 0.07381139060449397, 0.024191472275288867, 0.024191472275288867, 0.024191472275288867, 0.024191472275288867, 0.02380224702037423, 0.023945922363608624, 0.015788903370504887, 0.01584289762390516, 0.0156296923895513, 0.0156296923895513, 0.0156296923895513, 0.0156296923895513, 0.014164705573229769, 0.014164705573229769, 0.014004652856296314, 0.014004652856296314, 0.01377824845703702, 0.01377824845703702, 0.013551211304112534, 0.013504006716197017, 0.01366620760974794, 0.013668109130385471
Occupy-North-America-Africa, 0.08333333333333333, 0.08166666825612386, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07912801524453274, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07661372487768198, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07577812854002117, 0.07682568739161028, 0.07682568739161028, 0.07682568739161028, 0.07682568739161028, 0.07682568739161028, 0.07682568739161028, 0.07788078086559351, 0.07788078086559351, 0.07788078086559351, 0.07788078086559351, 0.07788078086559351, 0.07788078086559351, 0.07894327292781209, 0.07894327292781209, 0.07894327292781209, 0.07894327292781209, 0.07894327292781209, 0.07894327292781209, 0.08001302258932418, 0.08001302258932418, 0.08001302258932418, 0.08001302258932418, 0.08001302258932418, 0.07999176853695447, 0.029073737376405215, 0.029073737376405215, 0.029073737376405215, 0.029073737376405215, 0.029189754137037675, 0.028778631168574972, 0.03906697731698143, 0.038416566194491186, 0.03867303660839824, 0.03867303660839824, 0.03867303660839824, 0.03867303660839824, 0.04551319445111443, 0.04551319445111443, 0.04589890011647681, 0.04589890011647681, 0.046078449630086296, 0.046078449630086296, 0.0393427354554533, 0.040005803409401235, 0.0396766000177744, 0.038904040563757195
bob
LOSER
Conquer the continents of NORTH AMERICA and AUSTRALIA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0838963299181282, 0.08388026429236638, 0.07369149196778274, 0.07369149196778274, 0.07318044038498996, 0.07210210151322274, 0.07210210151322274, 0.07210210151322274, 0.0284249736482278, 0.028570180721198345, 0.02902802806383153, 0.028498748907124748, 0.028498748907124748, 0.028498748907124748, 0.024219355506504205, 0.024219355506504205, 0.024219355506504205, 0.024219355506504205, 0.024219355506504205, 0.024219355506504205, 0.02657793686242282, 0.02657793686242282, 0.027016232657612143
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.08166666825612386, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08275338240165828, 0.08275338240165828, 0.08275338240165828, 0.08275338240165828, 0.08275338240165828, 0.08275338240165828, 0.08386401287159319, 0.08386401287159319, 0.08386401287159319, 0.08386401287159319, 0.08386401287159319, 0.08386401287159319, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08555226250261332, 0.08555226250261332, 0.08555226250261332, 0.08555226250261332, 0.08555226250261332, 0.08555226250261332, 0.08611885655984886, 0.08611885655984886, 0.08611885655984886, 0.08611885655984886, 0.08611885655984886, 0.08611885655984886, 0.08668144752716464, 0.08668144752716464, 0.08668144752716464, 0.08668144752716464, 0.08668144752716464, 0.08668144752716464, 0.08783477192862958, 0.08783477192862958, 0.08783477192862958, 0.08783477192862958, 0.08783477192862958, 0.08783477192862958, 0.08899519936924256, 0.08899519936924256, 0.08899519936924256, 0.08899519936924256, 0.08899519936924256, 0.08899519936924256, 0.0901625566988651, 0.0901625566988651, 0.0901625566988651, 0.0901625566988651, 0.0901625566988651, 0.0901625566988651, 0.0913366658484471, 0.0913366658484471, 0.0913366658484471, 0.0913366658484471, 0.0913366658484471, 0.0913366658484471, 0.09193374316753218, 0.09193374316753218, 0.09193374316753218, 0.09193374316753218, 0.09099392077974294, 0.09101290110044567, 0.10406827645133358, 0.10406827645133358, 0.10334656142048276, 0.10390174738164329, 0.10390174738164329, 0.10390174738164329, 0.13650356730002383, 0.13445687151011726, 0.1338793616515487, 0.13412069938924923, 0.13412069938924923, 0.13412069938924923, 0.13950383204961814, 0.13950383204961814, 0.13950383204961814, 0.13950383204961814, 0.13950383204961814, 0.13950383204961814, 0.14754368427234396, 0.14754368427234396, 0.14697728825539447
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.08052110975084398, 0.08052110975084398, 0.08052110975084398, 0.08052110975084398, 0.08052110975084398, 0.08052110975084398, 0.08105438357589852, 0.08105438357589852, 0.08105438357589852, 0.08105438357589852, 0.08105438357589852, 0.08105438357589852, 0.08158388972452531, 0.08158388972452531, 0.08158388972452531, 0.08158388972452531, 0.08158388972452531, 0.08158388972452531, 0.0810160032750034, 0.0810160032750034, 0.0810160032750034, 0.0810160032750034, 0.0810160032750034, 0.0810160032750034, 0.08044461935358414, 0.08044461935358414, 0.08044461935358414, 0.08044461935358414, 0.08044461935358414, 0.08044461935358414, 0.07986982321782157, 0.07986982321782157, 0.07986982321782157, 0.07986982321782157, 0.07986982321782157, 0.07986982321782157, 0.07929170254729695, 0.07929170254729695, 0.07929170254729695, 0.07929170254729695, 0.07929170254729695, 0.07929170254729695, 0.07981004068393517, 0.07981004068393517, 0.07981004068393517, 0.07981004068393517, 0.07899415676122308, 0.0790106340644992, 0.06941336623880118, 0.06941336623880118, 0.0689319835209859, 0.06930229162799773, 0.06930229162799773, 0.06930229162799773, 0.0236962819289647, 0.02334098659551855, 0.023715034236010575, 0.02375778416132696, 0.02375778416132696, 0.02375778416132696, 0.021889990555848265, 0.021889990555848265, 0.021889990555848265, 0.021889990555848265, 0.021889990555848265, 0.021889990555848265, 0.021807157557819208, 0.021807157557819208, 0.022166778604106544
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08166666825612386, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07361424610610623, 0.07361424610610623, 0.07361424610610623, 0.07361424610610623, 0.0728617006949543, 0.07287689883604204, 0.06547979033332395, 0.06547979033332395, 0.06635274056816777, 0.06537501019340473, 0.06537501019340473, 0.06537501019340473, 0.025772937306957185, 0.025904596630005668, 0.026319727036241865, 0.02583982936975683, 0.02583982936975683, 0.02583982936975683, 0.022884219985835834, 0.022884219985835834, 0.022884219985835834, 0.022884219985835834, 0.022884219985835834, 0.022884219985835834, 0.017552650717095507, 0.017552650717095507, 0.01784211084500359
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0838963299181282, 0.08388026429236638, 0.07536629860341416, 0.07536629860341416, 0.07484363221192156, 0.07524569816665864, 0.07524569816665864, 0.07524569816665864, 0.029664280827342192, 0.029219503010316478, 0.029687755974373144, 0.029741272631278844, 0.029741272631278844, 0.029741272631278844, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02783465511393863, 0.02783465511393863, 0.02829367540434473
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0838963299181282, 0.08388026429236638, 0.07536629860341416, 0.07536629860341416, 0.07484363221192156, 0.07524569816665864, 0.07524569816665864, 0.07524569816665864, 0.029664280827342192, 0.029219503010316478, 0.029687755974373144, 0.029741272631278844, 0.029741272631278844, 0.029741272631278844, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02740306808904184, 0.02783465511393863, 0.02783465511393863, 0.02829367540434473
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08907982004628312, 0.08907982004628312, 0.08907982004628312, 0.08907982004628312, 0.08907982004628312, 0.08907982004628312, 0.08966977635113588, 0.08966977635113588, 0.08966977635113588, 0.08966977635113588, 0.08966977635113588, 0.08966977635113588, 0.09025556450754639, 0.09025556450754639, 0.09025556450754639, 0.09025556450754639, 0.09025556450754639, 0.09025556450754639, 0.09145644367931986, 0.09145644367931986, 0.09145644367931986, 0.09145644367931986, 0.09145644367931986, 0.09145644367931986, 0.0926647187682857, 0.0926647187682857, 0.0926647187682857, 0.0926647187682857, 0.0926647187682857, 0.0926647187682857, 0.093880209484844, 0.093880209484844, 0.093880209484844, 0.093880209484844, 0.093880209484844, 0.093880209484844, 0.09510273041766289, 0.09510273041766289, 0.09510273041766289, 0.09510273041766289, 0.09510273041766289, 0.09510273041766289, 0.09572442689396812, 0.09572442689396812, 0.09572442689396812, 0.09572442689396812, 0.09664076827045477, 0.09662226216395543, 0.11650858000885114, 0.11650858000885114, 0.11570059128949539, 0.11632214408330871, 0.11632214408330871, 0.11632214408330871, 0.21748061968321783, 0.2185916048543154, 0.217652725305908, 0.21804507716419066, 0.21804507716419066, 0.21804507716419066, 0.21773175322504532, 0.21773175322504532, 0.21773175322504532, 0.21773175322504532, 0.21773175322504532, 0.21773175322504532, 0.26838840708986667, 0.26838840708986667, 0.26735810799220744
Occupy-North-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08616553434031969, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08732195919111424, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08848577261354228, 0.08729822534442018, 0.08729822534442018, 0.08729822534442018, 0.08729822534442018, 0.08729822534442018, 0.08729822534442018, 0.08611885655984883, 0.08611885655984883, 0.08611885655984883, 0.08611885655984883, 0.08611885655984883, 0.08611885655984883, 0.08494782022993873, 0.08494782022993873, 0.08494782022993873, 0.08494782022993873, 0.08494782022993873, 0.08494782022993873, 0.08607807816537229, 0.08607807816537229, 0.08607807816537229, 0.08607807816537229, 0.08607807816537229, 0.08607807816537229, 0.0872152970793064, 0.0872152970793064, 0.0872152970793064, 0.0872152970793064, 0.0872152970793064, 0.0872152970793064, 0.08835930728460206, 0.08835930728460206, 0.08835930728460206, 0.08835930728460206, 0.08835930728460206, 0.08835930728460206, 0.08950993427358679, 0.08950993427358679, 0.08950993427358679, 0.08950993427358679, 0.08950993427358679, 0.08950993427358679, 0.08829317037495203, 0.08829317037495203, 0.08829317037495203, 0.08829317037495203, 0.08913837455011385, 0.08912130510538442, 0.11116946165497021, 0.11116946165497021, 0.11265152821573896, 0.11325670119981332, 0.11325670119981332, 0.11325670119981332, 0.23723615478077562, 0.23844805977899367, 0.23742389415820908, 0.23785188652973924, 0.23785188652973924, 0.23785188652973924, 0.24701796200565795, 0.24701796200565795, 0.24701796200565795, 0.24701796200565795, 0.24701796200565795, 0.24701796200565795, 0.21834009892065961, 0.21834009892065961, 0.21750192707359667
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08444222529699043, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08386401287159316, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08328210616037911, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08384121888434093, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08439648107123868, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08494782022993871, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08435651824387388, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08376157457542546, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08316307799755338, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.08256111980511167, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0831008304636515, 0.0838963299181282, 0.08388026429236638, 0.07871591187467701, 0.07871591187467701, 0.07817001586578472, 0.07858995141851012, 0.07858995141851012, 0.07858995141851012, 0.04082953603515888, 0.04103811098378616, 0.0416957613586286, 0.04177092425598527, 0.04177092425598527, 0.04177092425598527, 0.03699308559693667, 0.03699308559693667, 0.03699308559693667, 0.03699308559693667, 0.03699308559693667, 0.03699308559693667, 0.042983009378790245, 0.042983009378790245, 0.04369184063129965
Occupy-Asia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08084175320980043, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08109831633202061, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.08054300109705316, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07998413786984916, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07891068909164539, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07784463301643274, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07678610882100974, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07625161860660337, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07571383659943481, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07517284304323651, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07462872046133376, 0.07361424610610623, 0.07361424610610623, 0.07361424610610623, 0.07361424610610623, 0.0728617006949543, 0.07287689883604204, 0.06256957742962066, 0.06256957742962066, 0.0634037298762492, 0.062469454184808954, 0.062469454184808954, 0.062469454184808954, 0.018469092164587537, 0.018192171832582038, 0.018483707878907917, 0.018146687351800448, 0.018146687351800448, 0.018146687351800448, 0.01672002793078057, 0.01672002793078057, 0.01672002793078057, 0.01672002793078057, 0.01672002793078057, 0.01672002793078057, 0.011081678586595225, 0.011081678586595225, 0.011264426147223656
