s0914007
LOSER
Conquer the continents of ASIA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511415, 0.08163312201511415, 0.08163312201511415, 0.08163312201511415, 0.08163312201511415, 0.08163312201511415, 0.08105919859403224, 0.08105919859403224, 0.08105919859403224, 0.08105919859403224, 0.08105919859403224, 0.08105919859403224, 0.08048182189019051, 0.08048182189019051, 0.08048182189019051, 0.08048182189019051, 0.08048182189019051, 0.08048182189019051, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900243, 0.07931706149900243, 0.07931706149900243, 0.07931706149900243, 0.07931706149900243, 0.07931706149900243, 0.07872986021534305, 0.07872986021534305, 0.07872986021534305, 0.07872986021534305, 0.07872986021534305, 0.07872986021534305, 0.07813957036633756, 0.07813957036633756, 0.07813957036633756, 0.07813957036633756, 0.07813957036633756, 0.07813957036633756, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899068, 0.07635115007899068, 0.07635115007899068, 0.07635115007899068, 0.07635115007899068, 0.07635115007899068, 0.07574949745091734, 0.07574949745091734, 0.07574949745091734, 0.07574949745091734, 0.07574949745091734, 0.07472131711241391, 0.024114351434269755, 0.024114351434269755, 0.024003382823503266, 0.024376275532586925, 0.024376275532586925, 0.024376275532586925, 0.023921050053812825, 0.023921050053812825, 0.02453013568830143, 0.02453013568830143, 0.02453013568830143, 0.024156195797865355, 0.021014858386816476, 0.021014858386816476, 0.021014858386816476, 0.021014858386816476, 0.021014858386816476, 0.020806772651743327, 0.019203417683032974, 0.019203417683032974, 0.019203417683032974, 0.019203417683032974
Occupy-North-America-Africa, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.0867337559697717, 0.0867337559697717, 0.0867337559697717, 0.0867337559697717, 0.0867337559697717, 0.0867337559697717, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334645, 0.09019784096334645, 0.09019784096334645, 0.09019784096334645, 0.09019784096334645, 0.09019784096334645, 0.0913658770019951, 0.0913658770019951, 0.0913658770019951, 0.0913658770019951, 0.0913658770019951, 0.0913658770019951, 0.09254027956931396, 0.09254027956931396, 0.09254027956931396, 0.09254027956931396, 0.09254027956931396, 0.09254027956931396, 0.09372085926732485, 0.09372085926732485, 0.09372085926732485, 0.09372085926732485, 0.09372085926732485, 0.09372085926732485, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09729769984201869, 0.09729769984201869, 0.09729769984201869, 0.09729769984201869, 0.09729769984201869, 0.09729769984201869, 0.09850100509816528, 0.09850100509816528, 0.09850100509816528, 0.09850100509816528, 0.09850100509816528, 0.09914694583775648, 0.18510635739528405, 0.18510635739528405, 0.18801483429000979, 0.17970711299442402, 0.17970711299442402, 0.17970711299442402, 0.1764216552703508, 0.1764216552703508, 0.17381911073410536, 0.17381911073410536, 0.17381911073410536, 0.1745927791058464, 0.1856787129085773, 0.1856787129085773, 0.1856787129085773, 0.1856787129085773, 0.1856787129085773, 0.18759198846081476, 0.18757783627629845, 0.18757783627629845, 0.18757783627629845, 0.18757783627629845
bob
LOSER
Conquer the continents of EUROPE and AUSTRALIA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.09320390805937186, 0.11215066116981119, 0.11149571968436126, 0.11149571968436126, 0.11344490338707724, 0.11344490338707724, 0.11344490338707724, 0.11598503477766721, 0.11598503477766721, 0.11598503477766721, 0.11521094878545621, 0.11521094878545621, 0.11521094878545621, 0.11000242670349691, 0.10935073831223406, 0.10935073831223406, 0.10935073831223406, 0.10869366193312384, 0.10869366193312384, 0.11308686591788772, 0.11308686591788772, 0.11308686591788772
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.08040220068366176, 0.08040220068366176, 0.08040220068366176, 0.08040220068366176, 0.08040220068366176, 0.08091270340820066, 0.05195910724525769, 0.051655674572396885, 0.051655674572396885, 0.05047740267536517, 0.05047740267536517, 0.05047740267536517, 0.050575484477995716, 0.050575484477995716, 0.050575484477995716, 0.0512632060217948, 0.0512632060217948, 0.0512632060217948, 0.054265851361598866, 0.0539443636777892, 0.0539443636777892, 0.0539443636777892, 0.053620218018547314, 0.053620218018547314, 0.04603575372098648, 0.04603575372098648, 0.04603575372098648
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07795202058822284, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07844966802095196, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07894356596139464, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07943365698296569, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.07991988608246643, 0.08040220068366176, 0.08040220068366176, 0.08040220068366176, 0.08040220068366176, 0.08040220068366176, 0.07929445088332399, 0.05696610653728485, 0.0566334338089508, 0.0566334338089508, 0.05534161864939909, 0.05534161864939909, 0.05534161864939909, 0.05653639030437066, 0.05653639030437066, 0.05653639030437066, 0.05730516778662821, 0.05730516778662821, 0.05730516778662821, 0.05478585096092308, 0.05446128263869029, 0.05446128263869029, 0.05446128263869029, 0.054134030871118774, 0.054134030871118774, 0.049053149895185895, 0.049053149895185895, 0.049053149895185895
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07122368519756839, 0.07122368519756839, 0.07122368519756839, 0.07122368519756839, 0.07122368519756839, 0.07024239336244378, 0.062352197550991695, 0.06325313237467944, 0.06325313237467944, 0.0643589324459243, 0.0643589324459243, 0.0643589324459243, 0.05950177966722872, 0.05950177966722872, 0.05950177966722872, 0.06031088028571797, 0.06031088028571797, 0.06031088028571797, 0.06011301644084153, 0.06097641548977707, 0.06097641548977707, 0.06097641548977707, 0.061846952894475005, 0.061846952894475005, 0.05775761583278512, 0.05775761583278512, 0.05775761583278512
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.09320390805937186, 0.10699659156470259, 0.10637174900125697, 0.10637174900125697, 0.1039453971333585, 0.1039453971333585, 0.1039453971333585, 0.10835660711091875, 0.10835660711091875, 0.10835660711091875, 0.1076334333679539, 0.1076334333679539, 0.1076334333679539, 0.10276747991158541, 0.10215865358234236, 0.10215865358234236, 0.10215865358234236, 0.10154479363748317, 0.10154479363748317, 0.10764243147477157, 0.10764243147477157, 0.10764243147477157
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.09320390805937186, 0.10699659156470259, 0.10637174900125697, 0.10637174900125697, 0.1039453971333585, 0.1039453971333585, 0.1039453971333585, 0.10835660711091875, 0.10835660711091875, 0.10835660711091875, 0.1076334333679539, 0.1076334333679539, 0.1076334333679539, 0.10276747991158541, 0.10215865358234236, 0.10215865358234236, 0.10215865358234236, 0.10154479363748317, 0.10154479363748317, 0.10764243147477157, 0.10764243147477157, 0.10764243147477157
Occupy-North-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08799760902073063, 0.08799760902073063, 0.08799760902073063, 0.08799760902073063, 0.08799760902073063, 0.08799760902073063, 0.08678820164824917, 0.08678820164824917, 0.08678820164824917, 0.08678820164824917, 0.08678820164824917, 0.08678820164824917, 0.08558790647712963, 0.08558790647712963, 0.08558790647712963, 0.08558790647712963, 0.08558790647712963, 0.08558790647712963, 0.08439686306829607, 0.08439686306829607, 0.08439686306829607, 0.08439686306829607, 0.08439686306829607, 0.08439686306829607, 0.08321520509323863, 0.08321520509323863, 0.08321520509323863, 0.08321520509323863, 0.08321520509323863, 0.08321520509323863, 0.08204306032532095, 0.08204306032532095, 0.08204306032532095, 0.08204306032532095, 0.08204306032532095, 0.08256398146267108, 0.10889787457587603, 0.11047135380009669, 0.11047135380009669, 0.11240262939573127, 0.11240262939573127, 0.11240262939573127, 0.10604043736721998, 0.10604043736721998, 0.10604043736721998, 0.10533272177846974, 0.10533272177846974, 0.10533272177846974, 0.1158750293606733, 0.11753933429941883, 0.11753933429941883, 0.11753933429941883, 0.1192173992727214, 0.1192173992727214, 0.12675053771654574, 0.12675053771654574, 0.12675053771654574
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.09133983167590788, 0.11511230267493996, 0.11444006568836229, 0.11444006568836229, 0.11644072285806341, 0.11644072285806341, 0.11644072285806341, 0.12138220648919357, 0.12138220648919357, 0.12138220648919357, 0.1205720996859576, 0.1205720996859576, 0.1205720996859576, 0.1151212076457231, 0.11443919401330482, 0.11443919401330482, 0.11443919401330482, 0.1137515416719384, 0.1137515416719384, 0.12058217945948389, 0.12058217945948389, 0.12058217945948389
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08585789656478407, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08669861679413018, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08753865142213392, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08837783009628654, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08921598315996992, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.08979347684495508, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09036672039772663, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09093564488415116, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.09150018415414424, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0920602748491372, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.0926158564061977, 0.09320390805937186, 0.10699659156470259, 0.10637174900125697, 0.10637174900125697, 0.10823135473472917, 0.10823135473472917, 0.10823135473472917, 0.11065475017515475, 0.11065475017515475, 0.11065475017515475, 0.10991623858832468, 0.10991623858832468, 0.10991623858832468, 0.11640093249000266, 0.11571133737188428, 0.11571133737188428, 0.11571133737188428, 0.11501604086309233, 0.11501604086309233, 0.11640490804636786, 0.11640490804636786, 0.11640490804636786
Occupy-Asia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.08080877010188262, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.0799680498725365, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07912801524453272, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07828883657038012, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07745068350669673, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07639298166327518, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07534306410008729, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07430105707264349, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07326708173736192, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07224125413789202, 0.07122368519756839, 0.07122368519756839, 0.07122368519756839, 0.07122368519756839, 0.07122368519756839, 0.07167591019932071, 0.057354272548148025, 0.05818299171852926, 0.05818299171852926, 0.05685583096427197, 0.05685583096427197, 0.05685583096427197, 0.05256493540622036, 0.05256493540622036, 0.05256493540622036, 0.05327970935056079, 0.05327970935056079, 0.05327970935056079, 0.053104912894331696, 0.053867655042396975, 0.053867655042396975, 0.053867655042396975, 0.05463670334149934, 0.05463670334149934, 0.05102410990809013, 0.05102410990809013, 0.05102410990809013
