s0914007
WINNER
Conquer the continents of NORTH AMERICA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101, Turn 102, Turn 103, Turn 104, Turn 105, Turn 106, Turn 107, Turn 108, Turn 109
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07990107951832677, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.0781395703663376, 0.0781395703663376, 0.0781395703663376, 0.0781395703663376, 0.0781395703663376, 0.0781395703663376, 0.0775462889167217, 0.0775462889167217, 0.0775462889167217, 0.0775462889167217, 0.0775462889167217, 0.0775462889167217, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07574949745091737, 0.07494990282697579, 0.031437758747246386, 0.031437758747246386, 0.031437758747246386, 0.031437758747246386, 0.031437758747246386, 0.031437758747246386, 0.04495114463491967, 0.04495114463491967, 0.04433201158953396, 0.04433201158953396, 0.04433201158953396, 0.04469820208275297, 0.03215133299480284, 0.031660216872147616, 0.032161310768009176, 0.032161310768009176, 0.032161310768009176, 0.032161310768009176, 0.019801675692292207, 0.019142780062973618, 0.019142780062973618, 0.019142780062973618, 0.01953852853427617, 0.014294704061162882, 0.014294704061162882, 0.01443971070294939, 0.01443971070294939, 0.014077258869499775
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09019784096334643, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09254027956931392, 0.09254027956931392, 0.09254027956931392, 0.09254027956931392, 0.09254027956931392, 0.09254027956931392, 0.09372085926732487, 0.09372085926732487, 0.09372085926732487, 0.09372085926732487, 0.09372085926732487, 0.09372085926732487, 0.09490742216655663, 0.09490742216655663, 0.09490742216655663, 0.09490742216655663, 0.09490742216655663, 0.09490742216655663, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.0960997699130453, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.09729769984201866, 0.0985010050981653, 0.0985010050981653, 0.0985010050981653, 0.0985010050981653, 0.0985010050981653, 0.09945025386733594, 0.1729053053414006, 0.1729053053414006, 0.1729053053414006, 0.1729053053414006, 0.1729053053414006, 0.1729053053414006, 0.12136041293138676, 0.12136041293138676, 0.12208263436200101, 0.12208263436200101, 0.12208263436200101, 0.12309105916582948, 0.13231120704569302, 0.13289593500424166, 0.13229932740524009, 0.13229932740524009, 0.13229932740524009, 0.13229932740524009, 0.14019040415664089, 0.1410008339321849, 0.1410008339321849, 0.1410008339321849, 0.13832739483317744, 0.21775810671746168, 0.21775810671746168, 0.21125637522168303, 0.21125637522168303, 0.21444565946085706
bob
LOSER
Conquer the continents of ASIA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86, Turn 87, Turn 88, Turn 89, Turn 90, Turn 91, Turn 92, Turn 93, Turn 94, Turn 95, Turn 96, Turn 97, Turn 98, Turn 99, Turn 100, Turn 101, Turn 102, Turn 103, Turn 104, Turn 105, Turn 106, Turn 107, Turn 108, Turn 109
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08274767841419697, 0.08274767841419697, 0.08274767841419697, 0.08274767841419697, 0.08274767841419697, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09131857025399309, 0.09131857025399309, 0.09360276045973523, 0.09476519187594114, 0.09476519187594114, 0.09478968114784714, 0.10800416353961767, 0.10800416353961767, 0.10798030017001352, 0.10798030017001352, 0.10798030017001352, 0.10798030017001352, 0.1059062084159636, 0.1059062084159636, 0.10359985516450229, 0.10359985516450229, 0.10359985516450229, 0.10359985516450229, 0.09276109487274188, 0.09276109487274188, 0.09276109487274188, 0.09198879996627225, 0.09198879996627225, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646, 0.0926164418821646
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08254476281936249, 0.08254476281936249, 0.08135654603136719, 0.08075185885594864, 0.08075185885594864, 0.08070812166019134, 0.06904855743959946, 0.06904855743959946, 0.06906092557448171, 0.06906092557448171, 0.06906092557448171, 0.06906092557448171, 0.0691290144212054, 0.0691290144212054, 0.0704118775629438, 0.0704118775629438, 0.0704118775629438, 0.0704118775629438, 0.07881687595100749, 0.07881687595100749, 0.07881687595100749, 0.07816067550485796, 0.07816067550485796, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918, 0.07712008992216918
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.07613666692664446, 0.07613666692664446, 0.07504069350889754, 0.07448294926811021, 0.07448294926811021, 0.07450219719196155, 0.06818609619766035, 0.06818609619766035, 0.06819830984652048, 0.06819830984652048, 0.06819830984652048, 0.06819830984652048, 0.06446127440692395, 0.06446127440692395, 0.06565751586499341, 0.06565751586499341, 0.06565751586499341, 0.06565751586499341, 0.06260066207455905, 0.06260066207455905, 0.06260066207455905, 0.062079471886709994, 0.062079471886709994, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668, 0.06250304169832668
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.08274767841419697, 0.08274767841419697, 0.08274767841419697, 0.08274767841419697, 0.08274767841419697, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08216974331792957, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.08328800199169825, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.0844138247081586, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08554705641779949, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08668753698041708, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08783510122364611, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.08898957900841324, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09015079530132547, 0.09131857025399309, 0.09131857025399309, 0.09360276045973523, 0.09476519187594114, 0.09476519187594114, 0.09478968114784714, 0.11389529973268774, 0.11389529973268774, 0.11387013472474154, 0.11387013472474154, 0.11387013472474154, 0.11387013472474154, 0.12102094670433494, 0.12102094670433494, 0.11838543498031787, 0.11838543498031787, 0.11838543498031787, 0.11838543498031787, 0.11287369788694496, 0.11287369788694496, 0.11287369788694496, 0.11421831697402436, 0.11421831697402436, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538, 0.11499763144841538
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.07613666692664446, 0.07613666692664446, 0.07504069350889754, 0.07448294926811021, 0.07448294926811021, 0.07450219719196155, 0.06818609619766035, 0.06818609619766035, 0.06819830984652048, 0.06819830984652048, 0.06819830984652048, 0.06819830984652048, 0.06313902698843778, 0.06313902698843778, 0.06431073081217761, 0.06431073081217761, 0.06431073081217761, 0.06431073081217761, 0.061316580048797545, 0.061316580048797545, 0.061316580048797545, 0.0608060806576596, 0.0608060806576596, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.07613666692664446, 0.07613666692664446, 0.07504069350889754, 0.07448294926811021, 0.07448294926811021, 0.07450219719196155, 0.06818609619766035, 0.06818609619766035, 0.06819830984652048, 0.06819830984652048, 0.06819830984652048, 0.06819830984652048, 0.06313902698843778, 0.06313902698843778, 0.06431073081217761, 0.06431073081217761, 0.06431073081217761, 0.06431073081217761, 0.061316580048797545, 0.061316580048797545, 0.061316580048797545, 0.0608060806576596, 0.0608060806576596, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501, 0.06122096208861501
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08221476617458032, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08109272642419976, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.08052635001883447, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07998980022646847, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07944962114364326, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07890588716440103, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07835867512534067, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07780806427753376, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.07725413625511982, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.0766969750405734, 0.07613666692664446, 0.07613666692664446, 0.07504069350889754, 0.07448294926811021, 0.07448294926811021, 0.07450219719196155, 0.06670378975858078, 0.06670378975858078, 0.06671573789333525, 0.06671573789333525, 0.06671573789333525, 0.06671573789333525, 0.06176643944521088, 0.06176643944521088, 0.0629126714466955, 0.0629126714466955, 0.0629126714466955, 0.0629126714466955, 0.05998361091730196, 0.05998361091730196, 0.05998361091730196, 0.05948420933901485, 0.05948420933901485, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774, 0.05989007160842774
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08254476281936249, 0.08254476281936249, 0.08135654603136719, 0.08075185885594864, 0.08075185885594864, 0.08070812166019134, 0.06744277703402737, 0.06744277703402737, 0.06745485753786583, 0.06745485753786583, 0.06745485753786583, 0.06745485753786583, 0.06615918079340766, 0.06615918079340766, 0.06738693118502086, 0.06738693118502086, 0.06738693118502086, 0.06738693118502086, 0.0754308446210792, 0.0754308446210792, 0.0754308446210792, 0.07480283503180601, 0.07480283503180601, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543, 0.07380695377597543
Occupy-North-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08389261691270983, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08615959516160326, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.08730390666323601, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.0867221977818333, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08613655414819817, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08554705641779947, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08495378789424228, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08435683449882009, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08375628473646693, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08315222965810118, 0.08254476281936249, 0.08254476281936249, 0.08135654603136719, 0.08075185885594864, 0.08075185885594864, 0.08070812166019134, 0.07226011825074363, 0.07226011825074363, 0.07227306164771341, 0.07227306164771341, 0.07227306164771341, 0.07227306164771341, 0.07530773031738855, 0.07530773031738855, 0.07670525510956204, 0.07670525510956204, 0.07670525510956204, 0.07670525510956204, 0.09093596744111301, 0.09093596744111301, 0.09093596744111301, 0.09201925114504396, 0.09201925114504396, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279, 0.09079416058060279
