s0914007
Conquer the continents of ASIA and SOUTH AMERICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08163312201511416, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08105919859403225, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.08048182189019053, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07990107951832676, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07931706149900246, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07872986021534303, 0.07813957036633758, 0.07813957036633758, 0.07813957036633758, 0.07813957036633758, 0.07813957036633758, 0.07813957036633758, 0.07813957036633758, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07754628891672168, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07695011504347733, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07635115007899067, 0.07574949745091736, 0.07574949745091736, 0.07467642228163959, 0.07467642228163959, 0.07467642228163959, 0.10639889750491616, 0.10754444044864336, 0.10606980306003307, 0.10606980306003307
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08673375596977172, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.08788160281193548, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.089036356219619, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09019784096334642, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09136587700199511, 0.09254027956931393, 0.09254027956931393, 0.09254027956931393, 0.09254027956931393, 0.09254027956931393, 0.09254027956931393, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09372085926732486, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09490742216655662, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09609976991304531, 0.09729769984201868, 0.09729769984201868, 0.09729769984201868, 0.09729769984201868, 0.09729769984201868, 0.09729769984201868, 0.0985010050981653, 0.0985010050981653, 0.10110956471513524, 0.10110956471513524, 0.10110956471513524, 0.045737199310319984, 0.04439893696722195, 0.044683819221041, 0.044683819221041
bob
Conquer the continents of EUROPE and SOUTH AMERICA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07507851134045823, 0.07507851134045823, 0.07507851134045823, 0.07305406615827305, 0.07528876986093212, 0.051341188450674376, 0.051341188450674376, 0.05221381581185911
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.08139754682720611, 0.08139754682720611, 0.08139754682720611, 0.08246846076163862, 0.07999299342212296, 0.08372229297935047, 0.08372229297935047, 0.08514529010504217
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08788220838553715, 0.08788220838553715, 0.08788220838553715, 0.08788220838553715, 0.08788220838553715, 0.08788220838553715, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.08907390659426129, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09027354932599393, 0.09148096905452181, 0.09148096905452181, 0.09148096905452181, 0.09148096905452181, 0.09148096905452181, 0.09148096905452181, 0.09269599288045817, 0.09269599288045817, 0.09269599288045817, 0.09269599288045817, 0.09269599288045817, 0.09269599288045817, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09391844259731065, 0.09514813476490915, 0.09514813476490915, 0.09514813476490915, 0.09514813476490915, 0.09514813476490915, 0.09514813476490915, 0.09638488079019893, 0.09638488079019893, 0.09638488079019893, 0.09638488079019893, 0.09638488079019893, 0.09638488079019893, 0.09762848701538909, 0.09762848701538909, 0.09762848701538909, 0.09891294473208526, 0.09594386101355547, 0.1254199623406507, 0.1254199623406507, 0.1225006377298084
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.09004941494240182, 0.09004941494240182, 0.09004941494240182, 0.08762128869184174, 0.09030159970762008, 0.08371514863630827, 0.08371514863630827, 0.08176656175146686
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.08139754682720611, 0.08139754682720611, 0.08139754682720611, 0.08246846076163862, 0.07999299342212296, 0.08372229297935047, 0.08372229297935047, 0.08514529010504217
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.08139754682720611, 0.08139754682720611, 0.08139754682720611, 0.08246846076163862, 0.07999299342212296, 0.08372229297935047, 0.08372229297935047, 0.08514529010504217
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07507851134045823, 0.07507851134045823, 0.07507851134045823, 0.07606628833257849, 0.0783931350794258, 0.06915172907050877, 0.06915172907050877, 0.07032707566222499
Occupy-North-America-Australia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07943856355885896, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07890545070461555, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07836878382360124, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07782863785960378, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07728509016013035, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07673822044685119, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07618811078275171, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07563484553598901, 0.07507851134045823, 0.07507851134045823, 0.07507851134045823, 0.07606628833257849, 0.0783931350794258, 0.07503442824490969, 0.07503442824490969, 0.07630976091821287
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.09004941494240182, 0.09004941494240182, 0.09004941494240182, 0.09123415793538205, 0.09402498562326829, 0.10223662821970028, 0.10223662821970028, 0.09985692805617562
Occupy-Asia-South-America, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.08139754682720611, 0.08139754682720611, 0.08139754682720611, 0.07920271279848144, 0.07682527387306765, 0.06834135724546371, 0.06834135724546371, 0.06950293024430824
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08501666164476683, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08585789656478406, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.08669861679413017, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.0861245658940465, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08554658322307046, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08496474739817135, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08437913967083331, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08378984389857061, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08319694651288372, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.08260053648364667, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.0820007052799216, 0.08139754682720611, 0.08139754682720611, 0.08139754682720611, 0.07920271279848144, 0.07682527387306765, 0.06292927400501487, 0.06292927400501487, 0.0639988598087994
Occupy-North-America-Africa, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.08165000502189981, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.0808087701018826, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.07996804987253649, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08105975715588448, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.08215894172551323, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.0832654540707819, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08437913967083334, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08549983904876594, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.08662738783257244, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.0877616168228675, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.08890235206740868, 0.09004941494240182, 0.09004941494240182, 0.09004941494240182, 0.09123415793538205, 0.09402498562326829, 0.11066340484871798, 0.11066340484871798, 0.10808755970201796
fred
Conquer the continents of ASIA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71, Turn 72, Turn 73, Turn 74, Turn 75, Turn 76, Turn 77, Turn 78, Turn 79, Turn 80, Turn 81, Turn 82, Turn 83, Turn 84, Turn 85, Turn 86
