punit
Conquer the continents of EUROPE and SOUTH AMERICA and a third continent of your choice., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71
Occupy-Europe-South-America-Asia, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08417508336421936, 0.08501666164476683, 0.08501666164476683, 0.08444798827883283, 0.08444798827883283, 0.08444798827883283, 0.0838754983247913, 0.0838754983247913, 0.0838754983247913, 0.0833163288769868, 0.0833163288769868, 0.0833163288769868, 0.08275338126078431, 0.08275338126078431, 0.08275338126078431, 0.08218673308843706, 0.08218673308843706, 0.08218673308843706, 0.08162490285771208, 0.08162490285771208, 0.08162490285771208, 0.08105946997439005, 0.08105946997439005, 0.08105946997439005, 0.08049889078246464, 0.08049889078246464, 0.08049889078246464, 0.07993480771421675, 0.07993480771421675, 0.07993480771421675, 0.07937561269784373, 0.07937561269784373, 0.07937561269784373, 0.07881301337336426, 0.07881301337336426, 0.07881301337336426, 0.0796229181686322, 0.0796229181686322, 0.0796229181686322, 0.0790622413485332, 0.0790622413485332, 0.0790622413485332, 0.07986931881429998, 0.07986931881429998, 0.07986931881429998, 0.07930228101399028, 0.07930228101399028, 0.07930228101399028, 0.08010642077971072, 0.08010642077971072, 0.08010642077971072, 0.07953304921600514, 0.07953304921600514, 0.07953304921600514, 0.07897300715650396, 0.07897300715650396, 0.07897300715650396, 0.0784013268457782, 0.0784013268457782, 0.0784013268457782, 0.006575193952854555, 0.005834630465081407, 0.005834630465081407, 0.0027898623505122943, 0.002753650325721046, 0.002753650325721046, 0.0022483001776092237, 0.002235490453191545
Occupy-North-America-Africa, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08249158330244728, 0.08165000502189981, 0.08165000502189981, 0.08275903012397376, 0.08275903012397376, 0.08275903012397376, 0.08387549832479133, 0.08387549832479133, 0.08387549832479133, 0.08501666046471705, 0.08501666046471705, 0.08501666046471705, 0.08616553315240437, 0.08616553315240437, 0.08616553315240437, 0.08732195799549926, 0.08732195799549926, 0.08732195799549926, 0.08849491997114796, 0.08849491997114796, 0.08849491997114796, 0.08967540339060062, 0.08967540339060062, 0.08967540339060062, 0.09087269148669187, 0.09087269148669187, 0.09087269148669187, 0.09207746318094644, 0.09207746318094644, 0.09207746318094644, 0.09329930689515632, 0.09329930689515632, 0.09329930689515632, 0.0945285890384282, 0.0945285890384282, 0.0945285890384282, 0.09358999352083036, 0.09358999352083036, 0.09358999352083036, 0.09482751389656066, 0.09482751389656066, 0.09482751389656066, 0.09387961660124468, 0.09387961660124468, 0.09387961660124468, 0.0951154182656199, 0.0951154182656199, 0.0951154182656199, 0.09415830987093331, 0.09415830987093331, 0.09415830987093331, 0.0953922024107465, 0.0953922024107465, 0.0953922024107465, 0.0966535553753445, 0.0966535553753445, 0.0966535553753445, 0.09791212744126233, 0.09791212744126233, 0.09791212744126233, 0.49747938386428825, 0.5078974465370322, 0.5078974465370322, 0.6515710655040207, 0.6562385217299138, 0.6562385217299138, 0.6427468049994842, 0.6529104561429939
rizwan
Conquer the continents of ASIA and SOUTH AMERICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08388124281729131, 0.08388124281729131, 0.08388124281729131, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08444793006301843, 0.08444793006301843, 0.08444793006301843, 0.08500509634782004, 0.08500509634782004, 0.08500509634782004, 0.08555829873329908, 0.08555829873329908, 0.08555829873329908, 0.08672219778183328, 0.08672219778183328, 0.08672219778183328, 0.08728072265468353, 0.08728072265468353, 0.08728072265468353, 0.08815356635296043, 0.08815356635296043, 0.08815356635296043, 0.08934955472884681, 0.08934955472884681, 0.08934955472884681, 0.08991605326107316, 0.08991605326107316, 0.08991605326107316, 0.09112962412014357, 0.09112962412014357, 0.09112962412014357, 0.09235113182304187, 0.09235113182304187, 0.09235113182304187, 0.09293251700038253, 0.09293251700038253, 0.09293251700038253, 0.09417156212280835, 0.09417156212280835, 0.09417156212280835, 0.09417156212280835, 0.09541830589750594, 0.09541830589750594, 0.09667256353185275, 0.09667256353185275, 0.09667256353185275, 0.0976423681326462, 0.0976423681326462, 0.0976423681326462, 0.09891994502422986, 0.09891994502422986, 0.09891994502422986, 0.10020482770057808, 0.10020482770057808, 0.10147154570535581, 0.1715580440573259, 0.17102408035515096, 0.17014005408808772, 0.2205439878934758, 0.2219101448875435, 0.21702376104006843, 0.2927166521591207
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08502822772841354, 0.08502822772841354, 0.08502822772841354, 0.08559310324972697, 0.08559310324972697, 0.08559310324972697, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08617135553003087, 0.08617135553003087, 0.08617135553003087, 0.08673989254427335, 0.08673989254427335, 0.08673989254427335, 0.08730438476336744, 0.08730438476336744, 0.08730438476336744, 0.08672219778183328, 0.08672219778183328, 0.08672219778183328, 0.08728072265468353, 0.08728072265468353, 0.08728072265468353, 0.08639049670729705, 0.08639049670729705, 0.08639049670729705, 0.08581131570183122, 0.08581131570183122, 0.08581131570183122, 0.0863553809133594, 0.0863553809133594, 0.0863553809133594, 0.0857704781928718, 0.0857704781928718, 0.0857704781928718, 0.08518175016501765, 0.08518175016501765, 0.08518175016501765, 0.0857180013830403, 0.0857180013830403, 0.0857180013830403, 0.08512364175364613, 0.08512364175364613, 0.08512364175364613, 0.08512364175364613, 0.08452558914485338, 0.08452558914485338, 0.08392393220014452, 0.08392393220014452, 0.08392393220014452, 0.08307052917881397, 0.08307052917881397, 0.08307052917881397, 0.08247429724057072, 0.08247429724057072, 0.08247429724057072, 0.08187465576804488, 0.08187465576804488, 0.07959458698094736, 0.008522260692226264, 0.008672586908244113, 0.008286099263962265, 0.005767085120560287, 0.005575248323120551, 0.0054524833032267355, 0.0053466776259443885
Occupy-Europe-South-America-Africa, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08388124281729131, 0.08388124281729131, 0.08388124281729131, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.0827589730724745, 0.0827589730724745, 0.0827589730724745, 0.08330499604220717, 0.08330499604220717, 0.08330499604220717, 0.08384713439052813, 0.08384713439052813, 0.08384713439052813, 0.08328800199169822, 0.08328800199169822, 0.08328800199169822, 0.08382440930046353, 0.08382440930046353, 0.08382440930046353, 0.08296943626731333, 0.08296943626731333, 0.08296943626731333, 0.08241319080801182, 0.08241319080801182, 0.08241319080801182, 0.08293571105750283, 0.08293571105750283, 0.08293571105750283, 0.08237397046288053, 0.08237397046288053, 0.08237397046288053, 0.0818085560429204, 0.0818085560429204, 0.0818085560429204, 0.08232357173275658, 0.08232357173275658, 0.08232357173275658, 0.08175274872246686, 0.08175274872246686, 0.08175274872246686, 0.08175274872246686, 0.08117837897462468, 0.08117837897462468, 0.08060054762243395, 0.08060054762243395, 0.08060054762243395, 0.07978093932884445, 0.07978093932884445, 0.07978093932884445, 0.07920831815306607, 0.07920831815306607, 0.07920831815306607, 0.07863242246043524, 0.07863242246043524, 0.07962643749519537, 0.029756950657191972, 0.03028184070152092, 0.030727819064765294, 0.019268342596302068, 0.018627398851173656, 0.018953205422202107, 0.017679551457858343
Occupy-Asia-Africa, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08166111308906648, 0.08166111308906648, 0.08166111308906648, 0.08055954873754578, 0.08055954873754578, 0.08055954873754578, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08110379518952716, 0.08110379518952716, 0.08110379518952716, 0.08000612131321255, 0.08000612131321255, 0.08000612131321255, 0.07891625671906982, 0.07891625671906982, 0.07891625671906982, 0.07998980022646845, 0.07998980022646845, 0.07998980022646845, 0.07889486804485289, 0.07889486804485289, 0.07889486804485289, 0.07809017421885155, 0.07809017421885155, 0.07809017421885155, 0.07914963153295206, 0.07914963153295206, 0.07914963153295206, 0.07805843231932623, 0.07805843231932623, 0.07805843231932623, 0.07911196431202175, 0.07911196431202175, 0.07911196431202175, 0.08017238648243637, 0.08017238648243637, 0.08017238648243637, 0.07906356136972659, 0.07906356136972659, 0.07906356136972659, 0.08011769530732746, 0.08011769530732746, 0.08011769530732746, 0.08011769530732746, 0.08117837897462468, 0.08117837897462468, 0.08224545515686366, 0.08224545515686366, 0.08224545515686366, 0.08140912017968234, 0.08140912017968234, 0.08140912017968234, 0.08247429724057077, 0.08247429724057077, 0.08247429724057077, 0.08354556548422422, 0.08354556548422422, 0.0846016889709531, 0.2752488830113744, 0.27439218804612314, 0.2784333221409111, 0.2407271107191283, 0.24221829181688503, 0.2515851836113118, 0.1651987736317953
Occupy-Europe-South-America-Australia, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08388124281729131, 0.08388124281729131, 0.08388124281729131, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.0827589730724745, 0.0827589730724745, 0.0827589730724745, 0.08330499604220717, 0.08330499604220717, 0.08330499604220717, 0.08384713439052813, 0.08384713439052813, 0.08384713439052813, 0.08328800199169822, 0.08328800199169822, 0.08328800199169822, 0.08382440930046353, 0.08382440930046353, 0.08382440930046353, 0.08466268842091908, 0.08466268842091908, 0.08466268842091908, 0.08409509102451557, 0.08409509102451557, 0.08409509102451557, 0.0846282749421904, 0.0846282749421904, 0.0846282749421904, 0.08405507026495641, 0.08405507026495641, 0.08405507026495641, 0.08347811678643026, 0.08347811678643026, 0.08347811678643026, 0.08400364299032063, 0.08400364299032063, 0.08400364299032063, 0.08342117054217785, 0.08342117054217785, 0.08342117054217785, 0.08342117054217785, 0.082835078974154, 0.082835078974154, 0.08224545515686364, 0.08224545515686364, 0.08224545515686364, 0.08307052917881401, 0.08307052917881401, 0.08307052917881401, 0.08247429724057076, 0.08247429724057076, 0.08247429724057076, 0.08187465576804492, 0.08187465576804492, 0.08290965680518322, 0.024296323226729467, 0.024724891944083113, 0.024597088573449694, 0.02350797301285508, 0.023189797354948714, 0.0226791661204963, 0.02610877269281449
Occupy-Europe-Australia-South-America, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08388124281729131, 0.08388124281729131, 0.08388124281729131, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.0827589730724745, 0.0827589730724745, 0.0827589730724745, 0.08330499604220717, 0.08330499604220717, 0.08330499604220717, 0.08384713439052813, 0.08384713439052813, 0.08384713439052813, 0.08328800199169822, 0.08328800199169822, 0.08328800199169822, 0.08382440930046353, 0.08382440930046353, 0.08382440930046353, 0.08466268842091908, 0.08466268842091908, 0.08466268842091908, 0.08409509102451557, 0.08409509102451557, 0.08409509102451557, 0.0846282749421904, 0.0846282749421904, 0.0846282749421904, 0.08405507026495641, 0.08405507026495641, 0.08405507026495641, 0.08347811678643026, 0.08347811678643026, 0.08347811678643026, 0.08400364299032063, 0.08400364299032063, 0.08400364299032063, 0.08342117054217785, 0.08342117054217785, 0.08342117054217785, 0.08342117054217785, 0.082835078974154, 0.082835078974154, 0.08224545515686364, 0.08224545515686364, 0.08224545515686364, 0.08307052917881401, 0.08307052917881401, 0.08307052917881401, 0.08247429724057076, 0.08247429724057076, 0.08247429724057076, 0.08187465576804492, 0.08187465576804492, 0.08290965680518322, 0.024296323226729467, 0.024724891944083113, 0.024597088573449694, 0.02350797301285508, 0.023189797354948714, 0.0226791661204963, 0.02610877269281449
Occupy-Europe-Australia-Africa, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08388124281729131, 0.08388124281729131, 0.08388124281729131, 0.08332199702904988, 0.08332199702904988, 0.08332199702904988, 0.0827589730724745, 0.0827589730724745, 0.0827589730724745, 0.08330499604220717, 0.08330499604220717, 0.08330499604220717, 0.08384713439052813, 0.08384713439052813, 0.08384713439052813, 0.08328800199169822, 0.08328800199169822, 0.08328800199169822, 0.08382440930046353, 0.08382440930046353, 0.08382440930046353, 0.08466268842091908, 0.08466268842091908, 0.08466268842091908, 0.08409509102451557, 0.08409509102451557, 0.08409509102451557, 0.0846282749421904, 0.0846282749421904, 0.0846282749421904, 0.08405507026495641, 0.08405507026495641, 0.08405507026495641, 0.08347811678643026, 0.08347811678643026, 0.08347811678643026, 0.08400364299032063, 0.08400364299032063, 0.08400364299032063, 0.08342117054217785, 0.08342117054217785, 0.08342117054217785, 0.08342117054217785, 0.082835078974154, 0.082835078974154, 0.08224545515686364, 0.08224545515686364, 0.08224545515686364, 0.08307052917881401, 0.08307052917881401, 0.08307052917881401, 0.08247429724057076, 0.08247429724057076, 0.08247429724057076, 0.08187465576804492, 0.08187465576804492, 0.08290965680518322, 0.027947008257346757, 0.02843997229025632, 0.028858824381109798, 0.022570902965768646, 0.022265410361334104, 0.022654848363941243, 0.021132444275156356
Occupy-Europe-Australia-North-America, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08502822772841354, 0.08502822772841354, 0.08502822772841354, 0.08559310324972697, 0.08559310324972697, 0.08559310324972697, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08617135553003087, 0.08617135553003087, 0.08617135553003087, 0.08673989254427335, 0.08673989254427335, 0.08673989254427335, 0.08730438476336744, 0.08730438476336744, 0.08730438476336744, 0.08672219778183328, 0.08672219778183328, 0.08672219778183328, 0.08728072265468353, 0.08728072265468353, 0.08728072265468353, 0.08815356635296043, 0.08815356635296043, 0.08815356635296043, 0.0875625653384774, 0.0875625653384774, 0.0875625653384774, 0.0881177339108643, 0.0881177339108643, 0.0881177339108643, 0.08752089441177881, 0.08752089441177881, 0.08752089441177881, 0.08692015153790546, 0.08692015153790546, 0.08692015153790546, 0.08746734664768681, 0.08746734664768681, 0.08746734664768681, 0.08686085724174161, 0.08686085724174161, 0.08686085724174161, 0.08686085724174161, 0.08625059948954467, 0.08625059948954467, 0.08563666384362736, 0.08563666384362736, 0.08563666384362736, 0.08649575796048906, 0.08649575796048906, 0.08649575796048906, 0.08587494172242718, 0.08587494172242718, 0.08587494172242718, 0.08525057536550872, 0.08525057536550872, 0.08287649300571616, 0.00788156512580199, 0.008020589957879798, 0.007663158092236006, 0.006631329291878905, 0.006541575591758375, 0.006397532383076754, 0.006273387987012922
Occupy-North-America-Australia, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08220361956085323, 0.08220361956085323, 0.08220361956085323, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08275897307247451, 0.08275897307247451, 0.08275897307247451, 0.08163889771027975, 0.08163889771027975, 0.08163889771027975, 0.08052679100320732, 0.08052679100320732, 0.08052679100320732, 0.07998980022646845, 0.07998980022646845, 0.07998980022646845, 0.07889486804485289, 0.07889486804485289, 0.07889486804485289, 0.07968384969285992, 0.07968384969285992, 0.07968384969285992, 0.07914963153295206, 0.07914963153295206, 0.07914963153295206, 0.07805843231932623, 0.07805843231932623, 0.07805843231932623, 0.07752972653472227, 0.07752972653472227, 0.07752972653472227, 0.07699756297489906, 0.07699756297489906, 0.07699756297489906, 0.07593264729520023, 0.07593264729520023, 0.07593264729520023, 0.07540613828452442, 0.07540613828452442, 0.07540613828452442, 0.07540613828452442, 0.07487635787580364, 0.07487635787580364, 0.07434338459320067, 0.07434338459320067, 0.07434338459320067, 0.07508918623311775, 0.07508918623311775, 0.07508918623311775, 0.07455023973197643, 0.07455023973197643, 0.07455023973197643, 0.07400821128158976, 0.07400821128158976, 0.07194720948623402, 0.012234894906326156, 0.012450709174519304, 0.01189585220860939, 0.010510475467137478, 0.010579814394575017, 0.010562235475086001, 0.006316720138322862
Occupy-Asia-South-America, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08166111308906648, 0.08166111308906648, 0.08166111308906648, 0.08055954873754578, 0.08055954873754578, 0.08055954873754578, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08110379518952716, 0.08110379518952716, 0.08110379518952716, 0.08000612131321255, 0.08000612131321255, 0.08000612131321255, 0.07891625671906982, 0.07891625671906982, 0.07891625671906982, 0.07998980022646845, 0.07998980022646845, 0.07998980022646845, 0.07889486804485289, 0.07889486804485289, 0.07889486804485289, 0.07809017421885155, 0.07809017421885155, 0.07809017421885155, 0.07914963153295206, 0.07914963153295206, 0.07914963153295206, 0.07805843231932623, 0.07805843231932623, 0.07805843231932623, 0.07911196431202175, 0.07911196431202175, 0.07911196431202175, 0.08017238648243637, 0.08017238648243637, 0.08017238648243637, 0.07906356136972659, 0.07906356136972659, 0.07906356136972659, 0.08011769530732746, 0.08011769530732746, 0.08011769530732746, 0.08011769530732746, 0.08117837897462468, 0.08117837897462468, 0.08224545515686366, 0.08224545515686366, 0.08224545515686366, 0.08140912017968234, 0.08140912017968234, 0.08140912017968234, 0.08247429724057077, 0.08247429724057077, 0.08247429724057077, 0.08354556548422422, 0.08354556548422422, 0.0846016889709531, 0.23216315476406166, 0.23144056143824243, 0.23024424139284067, 0.24257940461945154, 0.24408205972877017, 0.24367650451611117, 0.20034602035441249
Occupy-Europe-South-America-Asia, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08388124281729131, 0.08388124281729131, 0.08388124281729131, 0.08502244429324025, 0.08502244429324025, 0.08502244429324025, 0.08444793006301843, 0.08444793006301843, 0.08444793006301843, 0.08500509634782004, 0.08500509634782004, 0.08500509634782004, 0.08555829873329908, 0.08555829873329908, 0.08555829873329908, 0.08672219778183328, 0.08672219778183328, 0.08672219778183328, 0.08728072265468353, 0.08728072265468353, 0.08728072265468353, 0.08639049670729705, 0.08639049670729705, 0.08639049670729705, 0.08756256533847738, 0.08756256533847738, 0.08756256533847738, 0.08811773391086429, 0.08811773391086429, 0.08811773391086429, 0.08930703337590032, 0.08930703337590032, 0.08930703337590032, 0.09050411094803908, 0.09050411094803908, 0.09050411094803908, 0.09107386843292196, 0.09107386843292196, 0.09107386843292196, 0.09228813267653217, 0.09228813267653217, 0.09228813267653217, 0.09228813267653217, 0.09350994159951556, 0.09350994159951556, 0.09473911410509848, 0.09473911410509848, 0.09473911410509848, 0.09377573400485896, 0.09377573400485896, 0.09377573400485896, 0.09500271889929689, 0.09500271889929689, 0.09500271889929689, 0.0962367202696958, 0.0962367202696958, 0.09745327628883936, 0.17104506468019026, 0.17051269759430265, 0.16963131467308976, 0.17571530120170206, 0.1732676954759941, 0.1694524013672359, 0.22855349751027085
Occupy-North-America-Africa, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08332766479563, 0.08332766479563, 0.08332766479563, 0.08220361956085323, 0.08220361956085323, 0.08220361956085323, 0.08165555867770986, 0.08165555867770986, 0.08165555867770986, 0.08275897307247451, 0.08275897307247451, 0.08275897307247451, 0.08163889771027975, 0.08163889771027975, 0.08163889771027975, 0.08052679100320732, 0.08052679100320732, 0.08052679100320732, 0.07998980022646845, 0.07998980022646845, 0.07998980022646845, 0.07889486804485289, 0.07889486804485289, 0.07889486804485289, 0.07809017421885155, 0.07809017421885155, 0.07809017421885155, 0.07756664041195244, 0.07756664041195244, 0.07756664041195244, 0.07649726516178616, 0.07649726516178616, 0.07649726516178616, 0.07597913348279002, 0.07597913348279002, 0.07597913348279002, 0.07545761318401305, 0.07545761318401305, 0.07545761318401305, 0.07441399579759655, 0.07441399579759655, 0.07441399579759655, 0.07389801695709189, 0.07389801695709189, 0.07389801695709189, 0.07389801695709189, 0.07337883214644077, 0.07337883214644077, 0.0728565183193242, 0.0728565183193242, 0.0728565183193242, 0.07211565726542296, 0.07211565726542296, 0.07211565726542296, 0.07159805302557885, 0.07159805302557885, 0.07159805302557885, 0.07107748888156429, 0.07107748888156429, 0.06909810268025608, 0.015049527394695677, 0.015314989645594102, 0.014925137547488502, 0.008670114098884676, 0.008552765858948068, 0.008883512276747097, 0.004218729474476745
fred
Conquer the continents of NORTH AMERICA and AFRICA., Turn 1, Turn 2, Turn 3, Turn 4, Turn 5, Turn 6, Turn 7, Turn 8, Turn 9, Turn 10, Turn 11, Turn 12, Turn 13, Turn 14, Turn 15, Turn 16, Turn 17, Turn 18, Turn 19, Turn 20, Turn 21, Turn 22, Turn 23, Turn 24, Turn 25, Turn 26, Turn 27, Turn 28, Turn 29, Turn 30, Turn 31, Turn 32, Turn 33, Turn 34, Turn 35, Turn 36, Turn 37, Turn 38, Turn 39, Turn 40, Turn 41, Turn 42, Turn 43, Turn 44, Turn 45, Turn 46, Turn 47, Turn 48, Turn 49, Turn 50, Turn 51, Turn 52, Turn 53, Turn 54, Turn 55, Turn 56, Turn 57, Turn 58, Turn 59, Turn 60, Turn 61, Turn 62, Turn 63, Turn 64, Turn 65, Turn 66, Turn 67, Turn 68, Turn 69, Turn 70, Turn 71
Occupy-Europe-Australia-Asia, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08472841124772745, 0.08472841124772745, 0.08472841124772745, 0.0858576582685747, 0.0858576582685747, 0.0858576582685747, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08610639973112566, 0.08610639973112566, 0.08521925085377585, 0.08521925085377585, 0.08521925085377585, 0.08633902128552617, 0.08633902128552617, 0.08633902128552617, 0.08746531912911877, 0.08746531912911877, 0.08746531912911877, 0.08655534533462401, 0.08655534533462401, 0.08655534533462401, 0.08767621210492291, 0.08767621210492291, 0.08767621210492291, 0.08675520609892763, 0.08675520609892763, 0.08675520609892763, 0.0878703438299279, 0.0878703438299279, 0.0878703438299279, 0.08693844988055162, 0.08693844988055162, 0.08693844988055162, 0.08600769485452997, 0.08600769485452997, 0.08600769485452997, 0.08507826622832629, 0.08507826622832629, 0.08507826622832629, 0.08616364952648131, 0.08616364952648131, 0.08616364952648131, 0.08725453356862299, 0.08725453356862299, 0.08725453356862299, 0.08630288203607255, 0.08630288203607255, 0.08630288203607255, 0.08738712860564643, 0.08738712860564643, 0.08738712860564643, 0.08642528450905662, 0.09217842643152108, 0.08786096931030564, 0.10025178330779622, 0.10100946765709429, 0.10096761002150202, 0.10674875381063051, 0.10410307787464079, 0.10410307787464079
Occupy-Europe-South-America-North-America, 0.08333333333333333, 0.08333333333333333, 0.0827702708145055, 0.0827702708145055, 0.0827702708145055, 0.08220350698432313, 0.08220350698432313, 0.08220350698432313, 0.08303384463883909, 0.08303384463883909, 0.08303384463883909, 0.0824576982108447, 0.0824576982108447, 0.0824576982108447, 0.08328210616037912, 0.08328210616037912, 0.08328210616037912, 0.08328210616037912, 0.08269658952077762, 0.08269658952077762, 0.08351486746212855, 0.08351486746212855, 0.08351486746212855, 0.08291999927032022, 0.08291999927032022, 0.08291999927032022, 0.08232166344838907, 0.08232166344838907, 0.08232166344838907, 0.08312775689516086, 0.08312775689516086, 0.08312775689516086, 0.08252015424166163, 0.08252015424166163, 0.08252015424166163, 0.08331970318066965, 0.08331970318066965, 0.08331970318066965, 0.08270286947885094, 0.08270286947885094, 0.08270286947885094, 0.08349569051539173, 0.08349569051539173, 0.08349569051539173, 0.08428754259790598, 0.08428754259790598, 0.08428754259790598, 0.0850782662283263, 0.0850782662283263, 0.0850782662283263, 0.0844403781793929, 0.0844403781793929, 0.0844403781793929, 0.08379925730123196, 0.08379925730123196, 0.08379925730123196, 0.08457682604144796, 0.08457682604144796, 0.08457682604144796, 0.0839266015797462, 0.0839266015797462, 0.0839266015797462, 0.08469678046730698, 0.08168824150412045, 0.08444922394869042, 0.06881567859585301, 0.06933577470724407, 0.06936252124753242, 0.06874002345235358, 0.06840444883895926, 0.06840444883895926
Occupy-Asia-Africa, 0.08333333333333333, 0.08333333333333333, 0.08445945837098895, 0.08445945837098895, 0.08445945837098895, 0.08559298603135368, 0.08559298603135368, 0.08559298603135368, 0.08472841124772745, 0.08472841124772745, 0.08472841124772745, 0.0858576582685747, 0.0858576582685747, 0.0858576582685747, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08498173932600112, 0.08610639973112566, 0.08610639973112566, 0.08521925085377585, 0.08521925085377585, 0.08521925085377585, 0.08633902128552617, 0.08633902128552617, 0.08633902128552617, 0.08746531912911877, 0.08746531912911877, 0.08746531912911877, 0.08655534533462401, 0.08655534533462401, 0.08655534533462401, 0.08767621210492291, 0.08767621210492291, 0.08767621210492291, 0.08675520609892763, 0.08675520609892763, 0.08675520609892763, 0.0878703438299279, 0.0878703438299279, 0.0878703438299279, 0.08693844988055162, 0.08693844988055162, 0.08693844988055162, 0.08600769485452997, 0.08600769485452997, 0.08600769485452997, 0.08507826622832629, 0.08507826622832629, 0.08507826622832629, 0.08616364952648131, 0.08616364952648131, 0.08616364952648131, 0.08725453356862299, 0.08725453356862299, 0.08725453356862299, 0.08630288203607255, 0.08630288203607255, 0.08630288203607255, 0.08738712860564643, 0.08738712860564643, 0.08738712860564643, 0.08642528450905662, 0.08675760259555827, 0.08438167821021499, 0.11429528039771852, 0.11290108337436768, 0.11285429793419588, 0.10964289796441642, 0.11133432840041141, 0.11133432840041141
